Account Number,INVOICE_ID,INVOICE_AMOUNT,INVOICE_DATE,INVOICE_CURRENCY_CODE,Source Entity,INVOICE_TYPE,Source Description,SUPPLIER_NUMBER,SUPPLIER_NAME,LINE_NUMBER,LINE_TYPE,LINE_AMOUNT,Product Line Description,CHARGE_ACCOUNT
SCW15806,104360,271.8,2026-05-03,USD,Conversion,STANDARD,,102897,GUARANTY VISA,1,ITEM,271.8,Etairos_Line_1,1270.1209.100.000.511000.0000.000
SCW15875,105196,975,2026-05-15,USD,Conversion,STANDARD,,102897,GUARANTY VISA,1,ITEM,975,Etairos_Line_1,1270.1209.000.000.115101.0000.000
SIP1044202,104361,74081.91,2026-05-29,USD,Conversion,STANDARD,GPB-10386,102996,LAKOS CORP,1,ITEM,74081.91,Etairos_Line_1,1270.1209.100.000.511000.0000.000
SL13388CR,104362,-744.95,2025-08-27,USD,Conversion,CREDIT,SDW-10171,102774,LOREN COOK COMPANY,1,ITEM,-744.95,Etairos_Line_1,1270.1209.100.000.511000.0000.000
SL55137CR,104363,-13856.08,2025-05-21,USD,Conversion,CREDIT,GPB-10322,102774,LOREN COOK COMPANY,1,ITEM,-13856.08,Etairos_Line_1,1270.1209.100.000.511000.0000.000
SL64982-00,104364,7350.75,2025-07-10,USD,Conversion,STANDARD,GPB-10332,102774,LOREN COOK COMPANY,1,ITEM,7350.75,Etairos_Line_1,1270.1209.100.000.511000.0000.000
SL7049201,104365,-246.24,2025-07-31,USD,Conversion,CREDIT,,102774,LOREN COOK COMPANY,1,ITEM,-246.24,Etairos_Line_1,1270.1209.100.000.511000.0000.000
SP115571,105197,120,2026-05-13,USD,Conversion,STANDARD,,102963,JOE POWELL AND ASSOCIATES,1,ITEM,120,Etairos_Line_1,1270.1209.000.000.115101.0000.000
TI00035726,105198,3145,2026-05-20,USD,Conversion,STANDARD,,101719,JOHNSON CONTROLS INC,1,ITEM,3145,Etairos_Line_1,1270.1209.000.000.115101.0000.000
2026040554,107002,793.71,2026-04-17T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,1,ITEM,793.71,Etairos_Line_2,
2026040655,107003,315.6,2026-04-20T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,1,ITEM,315.6,Etairos_Line_2,
2026040733,107004,451.76,2026-04-22T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,1,ITEM,451.76,Etairos_Line_2,
2026041062,107005,176.18,2026-04-29T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,1,ITEM,88.09,Etairos_Line_2,
2026041062,107005,176.18,2026-04-29T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,2,ITEM,88.09,Etairos_Line_2,
2026050083,107006,9635.52,2026-05-05T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,1,ITEM,9635.52,Etairos_Line_2,
2026050341,107007,3107.09,2026-05-11T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,1,ITEM,3107.09,Etairos_Line_2,
2026050548,107008,896.99,2026-05-19T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,1,ITEM,896.99,Etairos_Line_2,
2026050598,107009,475.26,2026-05-19T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,1,ITEM,475.26,Etairos_Line_2,
2026050599,107010,809.94,2026-05-19T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,1,ITEM,809.94,Etairos_Line_2,
2026050600,107011,273.61,2026-05-19T00:00:00.000+00:00,USD,Conversion,STANDARD,,102768,FULTON THERMAL CORP,1,ITEM,273.61,Etairos_Line_2,
