Ship-To Code,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Customer,Entered Amount,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Bill-to Customer Site,Disc Due Date,Primary Salesperson,Ship to,Bill-to Customer Account Number,Ship-to Site
56069,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,280,USD,46160,Etairos,46173,26436,46190,EBS House Account,AIR COMPONENTS INC,16404,31378
56070,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,1536.5,USD,46161,Etairos,46173,12005,46191,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
56071,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,1440.08,USD,46161,Etairos,46173,26278,46191,EBS House Account,OSB SERVICES LLC,15604,30980
56073,Conversion,Invoice,Invoice,Yes,Complete,CITY OF MEMPHIS,140.4,USD,46161,Etairos,46173,28306,46191,EBS House Account,CITY OF MEMPHIS,16124,31954
56074,Conversion,Invoice,Invoice,Yes,Complete,COLLIERVILLE SCHOOLS,297.64,USD,46161,Etairos,46173,26937,46191,EBS House Account,COLLIERVILLE SCHOOLS,15757,31610
56075,Conversion,Invoice,Invoice,Yes,Complete,COLLIERVILLE SCHOOLS,4694.05,USD,46161,Etairos,46173,26937,46191,EBS House Account,COLLIERVILLE SCHOOLS,15757,31610
56076,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,29.11,USD,46161,Etairos,46173,27077,46191,EBS House Account,SOEFKER SERVICES,16104,31859
56079,Conversion,Invoice,Invoice,Yes,Complete,SUMMIT OF GERMANTOWN,474.94,USD,46161,Etairos,46173,27896,46191,EBS House Account,SUMMIT OF GERMANTOWN,17294,32051
55869,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,137.48,USD,46154,Etairos,46173,27958,46184,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55871,Conversion,Invoice,Invoice,Yes,Complete,A & P SHEET METAL,1876.73,USD,46154,Etairos,46173,28365,46184,EBS House Account,A & P SHEET METAL,16400,31006
55872,Conversion,Invoice,Invoice,Yes,Complete,GIPSON MECH CONTRACTORS,741.91,USD,46154,Etairos,46173,27560,46184,EBS House Account,GIPSON MECH CONTRACTORS,16326,31827
55873,Conversion,Invoice,Invoice,Yes,Complete,OCHSNER HEALTH SYSTEM,962.5,USD,46154,Etairos,46173,26578,46184,EBS House Account,OCHSNER HEALTH SYSTEM,17173,32234
55875,Conversion,Invoice,Invoice,Yes,Complete,TEMPERATURE INC,2074.72,USD,46154,Etairos,46173,27622,46184,EBS House Account,TEMPERATURE INC,16725,32375
55878,Conversion,Invoice,Invoice,Yes,Complete,CAPITAL CIRCLE HOTEL COMPANY,615.25,USD,46154,Etairos,46173,28159,46184,EBS House Account,CAPITAL CIRCLE HOTEL COMPANY,15335,30875
55880,Conversion,Invoice,Invoice,Yes,Complete,GOODMAN MECHANICAL LLC,34.24,USD,46154,Etairos,46173,27647,46184,EBS House Account,GOODMAN MECHANICAL LLC,15680,31981
55881,Conversion,Invoice,Invoice,Yes,Complete,WALKER HEATING & AIR LLC,969.98,USD,46154,Etairos,46173,27261,46184,EBS House Account,WALKER HEATING & AIR LLC,17390,32201
55882,Conversion,Invoice,Invoice,Yes,Complete,A & P SHEET METAL,46.97,USD,46154,Etairos,46173,28365,46184,EBS House Account,A & P SHEET METAL,16400,31006
55885,Conversion,Invoice,Invoice,Yes,Complete,A & P SHEET METAL,225.87,USD,46154,Etairos,46173,28365,46184,EBS House Account,A & P SHEET METAL,16400,31006
55886,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,404.03,USD,46154,Etairos,46173,27077,46184,EBS House Account,SOEFKER SERVICES,16104,31859
50767,Conversion,Invoice,Invoice,Yes,Complete,AC SERVICES & MECHANICAL,170.6,USD,45904,Etairos,46173,28026,45934,EBS House Account,AC SERVICES & MECHANICAL,16770,32330
50858,Conversion,Invoice,Invoice,Yes,Complete,A & B MECHANICAL INC,938.86,USD,45910,Etairos,46173,26795,45940,EBS House Account,A & B MECHANICAL INC,15369,31569
50907,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF TENNESSEE,79720.99,USD,45911,Etairos,46173,26972,45941,EBS House Account,UNIVERSITY OF TENNESSEE,16062,32403
50961,Conversion,Invoice,Invoice,Yes,Complete,CLIMATE HVAC SERVICE,5599.03,USD,45914,Etairos,46173,27969,45944,EBS House Account,CLIMATE HVAC SERVICE,15948,30356
51095,Conversion,Invoice,Invoice,Yes,Complete,MECH TECH LLC,417.93,USD,45921,Etairos,46173,28311,45951,EBS House Account,MECH TECH LLC,16900,31600
51395,Conversion,Invoice,Invoice,Yes,Complete,MECH TECH LLC,2091.83,USD,45930,Etairos,46173,28311,45960,EBS House Account,MECH TECH LLC,16900,31600
51439,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF TENNESSEE,22171.6,USD,45930,Etairos,46173,26972,45960,EBS House Account,UNIVERSITY OF TENNESSEE,16062,32403
51444,Conversion,Invoice,Invoice,Yes,Complete,IMANI PICAYUNE HOTEL,1343.92,USD,45932,Etairos,46173,26287,45962,EBS House Account,IMANI PICAYUNE HOTEL,16954,31165
51459,Conversion,Invoice,Invoice,Yes,Complete,MECH TECH LLC,65.85,USD,45933,Etairos,46173,28311,45963,EBS House Account,MECH TECH LLC,16900,31600
51499,Conversion,Invoice,Invoice,Yes,Complete,NUCOR STEEL ARKANSAS-ARMOREL,6663.58,USD,45936,Etairos,46173,27970,45966,EBS House Account,NUCOR STEEL ARKANSAS-ARMOREL,16021,31670
51505,Conversion,Invoice,Invoice,Yes,Complete,MEMPHIS REFRIGERATION,444.19,USD,45936,Etairos,46173,27488,45966,EBS House Account,MEMPHIS REFRIGERATION,15864,32190
51611,Conversion,Invoice,Invoice,Yes,Complete,MECH TECH LLC,1549.23,USD,45943,Etairos,46173,28311,45973,EBS House Account,MECH TECH LLC,16900,31600
51676,Conversion,Invoice,Invoice,Yes,Complete,TRANE JACKSON,180.01,USD,45946,Etairos,46173,27042,45976,EBS House Account,TRANE JACKSON,15883,31636
51718,Conversion,Invoice,Invoice,Yes,Complete,FEDEX,477.41,USD,45947,Etairos,46173,27789,45977,EBS House Account,FEDEX,16438,31514
55235,Conversion,Invoice,Invoice,Yes,Complete,CBRE GWS LLC,482.88,USD,46120,Etairos,46173,27144,46180,EBS House Account,CBRE GWS LLC,17365,30626
55236,Conversion,Invoice,Invoice,Yes,Complete,WILLIAMS MECHANICAL SERVICES,1377.36,USD,46120,Etairos,46173,26974,46120,EBS House Account,WILLIAMS MECHANICAL SERVICES,15310,31846
55237,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,2399.74,USD,46120,Etairos,46173,26278,46150,EBS House Account,OSB SERVICES LLC,15604,30980
56091,Conversion,Invoice,Invoice,Yes,Complete,SUMMIT OF GERMANTOWN,59.27,USD,46162,Etairos,46173,27896,46192,EBS House Account,SUMMIT OF GERMANTOWN,17294,32051
56092,Conversion,Invoice,Invoice,Yes,Complete,SUMMIT OF GERMANTOWN,201.94,USD,46162,Etairos,46173,27896,46192,EBS House Account,SUMMIT OF GERMANTOWN,17294,32051
56093,Conversion,Invoice,Invoice,Yes,Complete,ALPHA ENERGY SOLUTIONS,1151.92,USD,46162,Etairos,46173,28227,46192,EBS House Account,ALPHA ENERGY SOLUTIONS,16636,31533
56094,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,817.81,USD,46162,Etairos,46173,26278,46192,EBS House Account,OSB SERVICES LLC,15604,30980
56097,Conversion,Invoice,Invoice,Yes,Complete,CORPORATE MECHANICAL CONTR,695.07,USD,46162,Etairos,46173,27652,46192,EBS House Account,CORPORATE MECHANICAL CONTR,16290,30289
56098,Conversion,Invoice,Invoice,Yes,Complete,DZIADEK A/C & REFRIGERATION,47.92,USD,46162,Etairos,46173,27858,46192,EBS House Account,DZIADEK A/C & REFRIGERATION,16856,31595
56100,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,121.83,USD,46162,Etairos,46173,26713,46192,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
56101,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,137.19,USD,46162,Etairos,46173,26713,46192,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
56102,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH SERVICES,840.65,USD,46162,Etairos,46173,27236,46192,EBS House Account,UPCHURCH SERVICES,17147,31810
56104,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH SERVICES RIDGELAND,72079.83,USD,46162,Etairos,46173,27373,46192,EBS House Account,UPCHURCH SERVICES RIDGELAND,16784,31371
55891,Conversion,Invoice,Invoice,Yes,Complete,SMITH'S PLUMBING HEATING & AIR,162.43,USD,46155,Etairos,46173,27990,46185,EBS House Account,SMITH'S PLUMBING HEATING & AIR,16311,32074
55892,Conversion,Invoice,Invoice,Yes,Complete,HARDIN HEATING & AIR,70.51,USD,46155,Etairos,46173,27240,46185,EBS House Account,HARDIN HEATING & AIR,16668,31429
55893,Conversion,Invoice,Invoice,Yes,Complete,A & P SHEET METAL,91.89,USD,46155,Etairos,46173,28365,46185,EBS House Account,A & P SHEET METAL,16400,31006
55894,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE MEMPHIS/OB,186,USD,46155,Etairos,46173,26796,46185,EBS House Account,SM LAWRENCE MEMPHIS/OB,15538,31049
55895,Conversion,Invoice,Invoice,Yes,Complete,GARRETT PLUMBING & HEATING,480.22,USD,46155,Etairos,46173,27802,46185,EBS House Account,GARRETT PLUMBING & HEATING,16577,30691
55896,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,36,USD,46155,Etairos,46173,26436,46185,EBS House Account,AIR COMPONENTS INC,16404,31378
55897,Conversion,Invoice,Invoice,Yes,Complete,ACCURATE AIR COMPANY INC,35.45,USD,46155,Etairos,46173,28423,46185,EBS House Account,ACCURATE AIR COMPANY INC,17264,30587
55888,Conversion,Invoice,Invoice,Yes,Complete,CALVERT REFRIGERATION,3970.58,USD,46155,Etairos,46173,27385,46185,EBS House Account,CALVERT REFRIGERATION,16806,32393
55889,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE,288.73,USD,46155,Etairos,46173,27771,46185,EBS House Account,SM LAWRENCE,17127,31022
55898,Conversion,Invoice,Invoice,Yes,Complete,MARTIN & WHITE,35.12,USD,46155,Etairos,46173,27102,46185,EBS House Account,MARTIN & WHITE,16126,31774
55899,Conversion,Invoice,Invoice,Yes,Complete,IVEY MECHANICAL CO LLC,100.57,USD,46155,Etairos,46173,28305,46185,EBS House Account,IVEY MECHANICAL CO LLC,16191,32446
55900,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,3044.22,USD,46155,Etairos,46173,27958,46185,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55902,Conversion,Invoice,Invoice,Yes,Complete,ENERGY TRANSFER SOLUTIONS,5832.5,USD,46155,Etairos,46173,28084,46185,EBS House Account,ENERGY TRANSFER SOLUTIONS,16201,31780
51797,Conversion,Credit Memo,Credit Memo,Yes,Complete,CS3 INC,-88,USD,45953,Etairos,46173,27358,,EBS House Account,CS3 INC,17252,30580
52052,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,299.65,USD,45961,Etairos,46173,28139,45991,EBS House Account,RHODES COLLEGE,15581,31940
52181,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF TENNESSEE,312,USD,45971,Etairos,46173,26972,46001,EBS House Account,UNIVERSITY OF TENNESSEE,16062,32403
52238,Conversion,Invoice,Invoice,Yes,Complete,PRO-TECH MECHANICAL CONTRACTORS ARUBA NV,513.74,USD,45972,Etairos,46173,28466,46002,EBS House Account,PRO-TECH MECHANICAL CONTRACTORS ARUBA NV,15775,30427
52356,Conversion,Invoice,Invoice,Yes,Complete,NUCOR STEEL ARKANSAS-ARMOREL,6600.62,USD,45977,Etairos,46173,27970,46007,EBS House Account,NUCOR STEEL ARKANSAS-ARMOREL,16021,31670
52544,Conversion,Invoice,Invoice,Yes,Complete,GASTRO ONE,4459.69,USD,45987,Etairos,46173,28252,46017,EBS House Account,GASTRO ONE,15224,30756
52700,Conversion,Invoice,Invoice,Yes,Complete,DONAGHEY MECHANICAL CONTRACTOR,15000,USD,45995,Etairos,46173,28310,46025,EBS House Account,DONAGHEY MECHANICAL CONTRACTOR,16965,31781
52755,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,1057.63,USD,45997,Etairos,46173,28139,46027,EBS House Account,RHODES COLLEGE,15581,31940
52762,Conversion,Invoice,Invoice,Yes,Complete,PRO-TECH MECHANICAL CONTRACTORS ARUBA NV,692.68,USD,45997,Etairos,46173,28466,46027,EBS House Account,PRO-TECH MECHANICAL CONTRACTORS ARUBA NV,15775,30427
55265,Conversion,Invoice,Invoice,Yes,Complete,MULTI-CRAFT CONTRACTORS INC,88,USD,46122,Etairos,46173,26674,46152,EBS House Account,MULTI-CRAFT CONTRACTORS INC,15970,32349
55277,Conversion,Invoice,Invoice,Yes,Complete,GOODMAN MECHANICAL LLC,343.52,USD,46122,Etairos,46173,27647,46152,EBS House Account,GOODMAN MECHANICAL LLC,15680,31981
55279,Conversion,Invoice,Invoice,Yes,Complete,TRANE JACKSON,16121.75,USD,46122,Etairos,46173,27042,46122,EBS House Account,TRANE JACKSON,15883,31636
55246,Conversion,Invoice,Invoice,Yes,Complete,BRANDON SERVICE COMPANY INC,486.48,USD,46121,Etairos,46173,28242,46151,EBS House Account,BRANDON SERVICE COMPANY INC,16774,32372
55257,Conversion,Invoice,Invoice,Yes,Complete,PROCESS HEAT & CONTROLS,710.78,USD,46122,Etairos,46173,28108,46152,EBS House Account,PROCESS HEAT & CONTROLS,15525,32014
55258,Conversion,Invoice,Invoice,Yes,Complete,APPLIED INDUSTRIAL TECHNOLOGIE,1103,USD,46122,Etairos,46173,27133,46152,EBS House Account,APPLIED INDUSTRIAL TECHNOLOGIE,16457,31139
55264,Conversion,Invoice,Invoice,Yes,Complete,AIRETECH CORP,30.54,USD,46122,Etairos,46173,28424,46152,EBS House Account,AIRETECH CORP,16519,32017
55302,Conversion,Invoice,Invoice,Yes,Complete,JOHNSON CONTROLS,1429.8,USD,46126,Etairos,46173,28094,46156,EBS House Account,JOHNSON CONTROLS,16972,30485
56105,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF MISSISSIPPI,62095,USD,46162,Etairos,46173,28440,46192,EBS House Account,UNIVERSITY OF MISSISSIPPI,17302,30332
56108,Conversion,Invoice,Invoice,Yes,Complete,GENERAL SUPPLY,250.8,USD,46162,Etairos,46173,26759,46192,EBS House Account,GENERAL SUPPLY,16188,31876
56109,Conversion,Invoice,Invoice,Yes,Complete,ALPHA MECHANICAL SERVICE INC,2484.69,USD,46162,Etairos,46173,27968,46192,EBS House Account,ALPHA MECHANICAL SERVICE INC,16866,30874
56113,Conversion,Invoice,Invoice,Yes,Complete,TERRY SERVICE INC,1803.7,USD,46162,Etairos,46173,28070,46192,EBS House Account,TERRY SERVICE INC,16043,30779
56115,Conversion,Invoice,Invoice,Yes,Complete,SOUTHERN MECHANICAL INC,1371.63,USD,46162,Etairos,46173,27585,46192,EBS House Account,SOUTHERN MECHANICAL INC,17241,32138
56116,Conversion,Invoice,Invoice,Yes,Complete,CITY OF MEMPHIS,338.14,USD,46162,Etairos,46173,28306,46192,EBS House Account,CITY OF MEMPHIS,16124,31954
56117,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,218.64,USD,46162,Etairos,46173,27958,46192,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
56118,Conversion,Invoice,Invoice,Yes,Complete,RHODES COLLEGE,378.8,USD,46162,Etairos,46173,28139,46192,EBS House Account,RHODES COLLEGE,15581,31940
56119,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,398.14,USD,46162,Etairos,46173,27958,46192,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
56120,Conversion,Invoice,Invoice,Yes,Complete,SPECIALTY HEATING SERVICES LLC,721.67,USD,46162,Etairos,46173,26291,46192,EBS House Account,SPECIALTY HEATING SERVICES LLC,16207,32461
56122,Conversion,Invoice,Invoice,Yes,Complete,UNITED REFRIGERATION,1619.16,USD,46162,Etairos,46173,27007,46192,EBS House Account,UNITED REFRIGERATION,17180,31027
56123,Conversion,Invoice,Invoice,Yes,Complete,HAINES JONES & CADBURY,8781.71,USD,46162,Etairos,46173,28275,46192,EBS House Account,HAINES JONES & CADBURY,15949,30358
56124,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH SERVICES,138.97,USD,46162,Etairos,46173,27236,46192,EBS House Account,UPCHURCH SERVICES,17147,31810
56125,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE,710.66,USD,46162,Etairos,46173,27771,46192,EBS House Account,SM LAWRENCE,17127,31022
55904,Conversion,Invoice,Invoice,Yes,Complete,CS3 INC,2750.42,USD,46155,Etairos,46173,27358,46185,EBS House Account,CS3 INC,17252,30580
55905,Conversion,Invoice,Invoice,Yes,Complete,INDUSTRIAL SALES,116.42,USD,46155,Etairos,46173,27182,46185,EBS House Account,INDUSTRIAL SALES,17136,31802
55906,Conversion,Invoice,Invoice,Yes,Complete,AIRETECH CORP,6655.31,USD,46155,Etairos,46173,28424,46185,EBS House Account,AIRETECH CORP,16519,32017
55907,Conversion,Invoice,Invoice,Yes,Complete,DUNBAR MECHANICAL,646.36,USD,46155,Etairos,46173,27840,46185,EBS House Account,DUNBAR MECHANICAL,15423,31878
55910,Conversion,Invoice,Invoice,Yes,Complete,GRAHAM A/C SERVICE LLC,967.2,USD,46156,Etairos,46173,26431,46186,EBS House Account,GRAHAM A/C SERVICE LLC,15470,32208
55911,Conversion,Invoice,Invoice,Yes,Complete,GRAHAM A/C SERVICE LLC,14716.12,USD,46156,Etairos,46173,26431,46186,EBS House Account,GRAHAM A/C SERVICE LLC,15470,32208
55903,Conversion,Invoice,Invoice,Yes,Complete,CS3 INC,428.27,USD,46155,Etairos,46173,27358,46185,EBS House Account,CS3 INC,17252,30580
55912,Conversion,Invoice,Invoice,Yes,Complete,GRAHAM A/C SERVICE LLC,4640.09,USD,46156,Etairos,46173,26431,46186,EBS House Account,GRAHAM A/C SERVICE LLC,15470,32208
55913,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,823.67,USD,46156,Etairos,46173,26278,46186,EBS House Account,OSB SERVICES LLC,15604,30980
55914,Conversion,Invoice,Invoice,Yes,Complete,WENDELTA INC,3733.82,USD,46156,Etairos,46173,28431,46186,EBS House Account,WENDELTA INC,16527,30322
55915,Conversion,Invoice,Invoice,Yes,Complete,AIRSYSTEM SALES,1860,USD,46156,Etairos,46173,28393,46186,EBS House Account,AIRSYSTEM SALES,15713,32011
55916,Conversion,Invoice,Invoice,Yes,Complete,MEMPHIS INDUSTRIAL ELECTRIC SU,274,USD,46156,Etairos,46173,26635,46186,EBS House Account,MEMPHIS INDUSTRIAL ELECTRIC SU,16019,30686
55917,Conversion,Invoice,Invoice,Yes,Complete,HOBBS & ASSOCIATES INC,1230.98,USD,46156,Etairos,46173,27836,46186,EBS House Account,HOBBS & ASSOCIATES INC,16911,30799
52808,Conversion,Invoice,Invoice,Yes,Complete,PRO-TECH MECHANICAL CONTRACTORS ARUBA NV,5594.4,USD,46000,Etairos,46173,28466,46030,EBS House Account,PRO-TECH MECHANICAL CONTRACTORS ARUBA NV,15775,30427
52853,Conversion,Invoice,Invoice,Yes,Complete,HOLIDAY INN - CENTENNIAL,8306.38,USD,46003,Etairos,46173,27703,46033,EBS House Account,HOLIDAY INN - CENTENNIAL,17386,31725
52915,Conversion,Invoice,Invoice,Yes,Complete,EVERROAD MECHANICAL CONTRACTOR,65.34,USD,46006,Etairos,46173,27507,46036,EBS House Account,EVERROAD MECHANICAL CONTRACTOR,16880,31761
53022,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,1453,USD,46009,Etairos,46173,28092,46039,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
53043,Conversion,Invoice,Invoice,Yes,Complete,A & B MECHANICAL INC,550,USD,46009,Etairos,46173,26795,46039,EBS House Account,A & B MECHANICAL INC,15369,31569
53091,Conversion,Invoice,Invoice,Yes,Complete,109 GIML LLC,615.25,USD,46014,Etairos,46173,26515,46044,EBS House Account,109 GIML LLC,15475,30944
53102,Conversion,Invoice,Invoice,Yes,Complete,GKG CONTRACTORS LLC,1527.31,USD,46014,Etairos,46173,27867,46044,EBS House Account,GKG CONTRACTORS LLC,16172,31157
53116,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF MEMPHIS,1029.63,USD,46014,Etairos,46173,27623,46044,EBS House Account,UNIVERSITY OF MEMPHIS,15963,30743
53184,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,1338.44,USD,46022,Etairos,46173,28092,46052,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
53185,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,1338.53,USD,46022,Etairos,46173,28092,46052,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
55332,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,287.58,USD,46126,Etairos,46173,26278,46156,EBS House Account,OSB SERVICES LLC,15604,30980
55333,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,759.77,USD,46126,Etairos,46173,26278,46156,EBS House Account,OSB SERVICES LLC,15604,30980
55304,Conversion,Invoice,Invoice,Yes,Complete,HYATT CENTRIC BEALE STREET,656.49,USD,46126,Etairos,46173,27110,46156,EBS House Account,HYATT CENTRIC BEALE STREET,16182,30797
55306,Conversion,Invoice,Invoice,Yes,Complete,ENGINEERED COMFORT INC,2208.11,USD,46126,Etairos,46173,28097,46156,EBS House Account,ENGINEERED COMFORT INC,16212,30487
55307,Conversion,Invoice,Invoice,Yes,Complete,AIR SPECIALTY OF SOUTH ALABAMA,704.83,USD,46126,Etairos,46173,28389,46156,EBS House Account,AIR SPECIALTY OF SOUTH ALABAMA,16417,32267
55308,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,704.16,USD,46126,Etairos,46173,27077,46156,EBS House Account,SOEFKER SERVICES,16104,31859
55309,Conversion,Invoice,Invoice,Yes,Complete,MARTIN & WHITE,564.61,USD,46126,Etairos,46173,27102,46156,EBS House Account,MARTIN & WHITE,16126,31774
55311,Conversion,Invoice,Invoice,Yes,Complete,WENDELTA INC,7830.66,USD,46126,Etairos,46173,28431,46156,EBS House Account,WENDELTA INC,16527,30322
55316,Conversion,Invoice,Invoice,Yes,Complete,HAINES JONES & CADBURY,594.15,USD,46126,Etairos,46173,28275,46156,EBS House Account,HAINES JONES & CADBURY,15949,30358
55319,Conversion,Invoice,Invoice,Yes,Complete,MECHANICAL SERVICES LLC,569.89,USD,46126,Etairos,46173,27074,46156,EBS House Account,MECHANICAL SERVICES LLC,16103,30355
56126,Conversion,Invoice,Invoice,Yes,Complete,BENCHMARK MECHANICAL SERVICES,495.34,USD,46163,Etairos,46173,27314,46193,EBS House Account,BENCHMARK MECHANICAL SERVICES,15659,30429
56127,Conversion,Invoice,Invoice,Yes,Complete,AIR CAROLINAS-GREENVILLE,441.95,USD,46163,Etairos,46173,26680,46193,EBS House Account,AIR CAROLINAS-GREENVILLE,16664,31832
56128,Conversion,Invoice,Invoice,Yes,Complete,POWER EQUIPMENT COMPANY,1917.6,USD,46163,Etairos,46173,26378,46193,EBS House Account,POWER EQUIPMENT COMPANY,15801,30448
56129,Conversion,Invoice,Invoice,Yes,Complete,BILLY ROGERS PLBG HTG & AIR,209.05,USD,46163,Etairos,46173,26502,46193,EBS House Account,BILLY ROGERS PLBG HTG & AIR,16657,32348
56130,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,6678.55,USD,46163,Etairos,46173,27958,46193,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
56131,Conversion,Invoice,Invoice,Yes,Complete,ENGINEERED COMFORT INC,1550.87,USD,46163,Etairos,46173,28097,46193,EBS House Account,ENGINEERED COMFORT INC,16212,30487
56132,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,592.93,USD,46163,Etairos,46173,27077,46193,EBS House Account,SOEFKER SERVICES,16104,31859
56133,Conversion,Invoice,Invoice,Yes,Complete,DUNBAR MECHANICAL,607.12,USD,46163,Etairos,46173,27840,46193,EBS House Account,DUNBAR MECHANICAL,15423,31878
56134,Conversion,Invoice,Invoice,Yes,Complete,HOBBS & ASSOCIATES,112,USD,46163,Etairos,46173,27233,46193,EBS House Account,HOBBS & ASSOCIATES,16247,30299
56136,Conversion,Invoice,Invoice,Yes,Complete,SPECIALTY HEATING SERVICES LLC,367,USD,46163,Etairos,46173,26291,46193,EBS House Account,SPECIALTY HEATING SERVICES LLC,16207,32461
56137,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,91.8,USD,46163,Etairos,46173,26278,46193,EBS House Account,OSB SERVICES LLC,15604,30980
56138,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY OF CENTRAL ARKANSAS,730.8,USD,46163,Etairos,46173,27809,46193,EBS House Account,UNIVERSITY OF CENTRAL ARKANSAS,15394,32440
56140,Conversion,Invoice,Invoice,Yes,Complete,MECHANICAL SERVICES LLC,523.21,USD,46163,Etairos,46173,27074,46193,EBS House Account,MECHANICAL SERVICES LLC,16103,30355
55918,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE MEMPHIS/OB,1553.5,USD,46156,Etairos,46173,26796,46186,EBS House Account,SM LAWRENCE MEMPHIS/OB,15538,31049
55920,Conversion,Invoice,Invoice,Yes,Complete,ALPHA ENERGY SOLUTIONS,2318.96,USD,46156,Etairos,46173,28227,46186,EBS House Account,ALPHA ENERGY SOLUTIONS,16636,31533
55923,Conversion,Invoice,Invoice,Yes,Complete,ELECTRIC MOTOR SALES & SERVICE,647.84,USD,46156,Etairos,46173,26885,46186,EBS House Account,ELECTRIC MOTOR SALES & SERVICE,15471,32129
55924,Conversion,Invoice,Invoice,Yes,Complete,REGIONAL ONE HEALTH,1105,USD,46156,Etairos,46173,27259,46186,EBS House Account,REGIONAL ONE HEALTH,15871,30727
55925,Conversion,Invoice,Invoice,Yes,Complete,CJ INDUSTRIAL SUPPLY LLC,2668.54,USD,46156,Etairos,46173,27820,46186,EBS House Account,CJ INDUSTRIAL SUPPLY LLC,15606,30471
55926,Conversion,Invoice,Invoice,Yes,Complete,ST JUDE CHILDREN'S HOSPITAL,7465,USD,46156,Etairos,46173,28327,46186,EBS House Account,ST JUDE CHILDREN'S HOSPITAL,16221,31882
55927,Conversion,Invoice,Invoice,Yes,Complete,FERGUSON ENTERPRISES,1140,USD,46156,Etairos,46173,27175,46186,EBS House Account,FERGUSON ENTERPRISES,17020,30911
55928,Conversion,Invoice,Invoice,Yes,Complete,FERGUSON ENTERPRISES,267,USD,46156,Etairos,46173,27175,46186,EBS House Account,FERGUSON ENTERPRISES,17020,30911
55929,Conversion,Invoice,Invoice,Yes,Complete,GASTRO ONE,618.29,USD,46156,Etairos,46173,28252,46186,EBS House Account,GASTRO ONE,15224,30756
55931,Conversion,Invoice,Invoice,Yes,Complete,ACCURATE AIR COMPANY INC,603.29,USD,46156,Etairos,46173,28423,46186,EBS House Account,ACCURATE AIR COMPANY INC,17264,30587
