Account Desc,Source Branch,Source Entity,Account Number,Source Account #,Branch Description,Source Description,Source Product Line,Product Line Description
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Jackson,[null],[null],Equipment
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Jackson,[null],[null],Equipment
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Jackson,[null],[null],Equipment
COGS move to IC COGS,[null],Etairos,50199,[null],Jackson,[null],[null],Equipment
Freight,[null],Etairos,50500,[null],Jackson,[null],[null],Equipment
Blygold Royalty,[null],Etairos,50700,[null],Jackson,[null],[null],Equipment
Outside Broker,[null],Etairos,51498,[null],Jackson,[null],[null],Equipment
Inventory Adjustments,[null],Etairos,55000,[null],Jackson,[null],[null],Equipment
Prompt Pay Discounts,[null],Etairos,57500,[null],Jackson,[null],[null],Equipment
Purchase Discounts,[null],Etairos,57600,[null],Jackson,[null],[null],Equipment
Intra Business COGS,[null],Etairos,59998,[null],Jackson,[null],[null],Equipment
Intercompany COGS,[null],Etairos,59999,[null],Jackson,[null],[null],Equipment
Wages,[null],Etairos,61100,[null],Jackson,[null],[null],Equipment
Salaries,[null],Etairos,61110,[null],Jackson,[null],[null],Equipment
Bonus,[null],Etairos,61160,[null],Jackson,[null],[null],Equipment
Commissions,[null],Etairos,61170,[null],Jackson,[null],[null],Equipment
Health,[null],Etairos,61310,[null],Jackson,[null],[null],Equipment
401K,[null],Etairos,61340,[null],Jackson,[null],[null],Equipment
Payroll Tax,[null],Etairos,61400,[null],Jackson,[null],[null],Equipment
FUTA,[null],Etairos,61420,[null],Jackson,[null],[null],Equipment
Commissions Expense,[null],Etairos,61499,[null],Jackson,[null],[null],Equipment
Advertising,[null],Etairos,61500,[null],Jackson,[null],[null],Equipment
Auto Expenses,[null],Etairos,61600,[null],Jackson,[null],[null],Equipment
Charitable Contributions,[null],Etairos,61800,[null],Jackson,[null],[null],Equipment
Training & Seminars,[null],Etairos,61900,[null],Jackson,[null],[null],Equipment
Building Rent,[null],Etairos,62000,[null],Jackson,[null],[null],Equipment
Dues & Subscriptions,[null],Etairos,62100,[null],Jackson,[null],[null],Equipment
Office Expense,[null],Etairos,63000,[null],Jackson,[null],[null],Equipment
Cleaning,[null],Etairos,63010,[null],Jackson,[null],[null],Equipment
Postage,[null],Etairos,63050,[null],Jackson,[null],[null],Equipment
Telephone,[null],Etairos,63070,[null],Jackson,[null],[null],Equipment
Utilities Expense,[null],Etairos,63095,[null],Jackson,[null],[null],Equipment
Computer Expense,[null],Etairos,63150,[null],Jackson,[null],[null],Equipment
Consultant-Accounting,[null],Etairos,63815,[null],Jackson,[null],[null],Equipment
Travel Expense,[null],Etairos,64000,[null],Jackson,[null],[null],Equipment
Meals,[null],Etairos,64040,[null],Jackson,[null],[null],Equipment
Entertainment Expense,[null],Etairos,64050,[null],Jackson,[null],[null],Equipment
Maintenance Expense,[null],Etairos,65000,[null],Jackson,[null],[null],Equipment
"Training Expense, Professional",[null],Etairos,68000,[null],Jackson,[null],[null],Equipment
Fees - Payroll,[null],Etairos,69110,[null],Jackson,[null],[null],Equipment
State Filling Fee,[null],Etairos,69130,[null],Jackson,[null],[null],Equipment
Insurance,[null],Etairos,69200,[null],Jackson,[null],[null],Equipment
Property,[null],Etairos,69210,[null],Jackson,[null],[null],Equipment
Legal,[null],Etairos,74100,[null],Jackson,[null],[null],Equipment
Accounting,[null],Etairos,74400,[null],Jackson,[null],[null],Equipment
Property Tax,[null],Etairos,75100,[null],Jackson,[null],[null],Equipment
Business License,[null],Etairos,75300,[null],Jackson,[null],[null],Equipment
Revenue,[null],Etairos,40100,[null],Memphis,[null],[null],Equipment
Commissions,[null],Etairos,40200,[null],Memphis,[null],[null],Equipment
Intercompany Revenue,[null],Etairos,49999,[null],Memphis,[null],[null],Equipment
Cost of Goods Sold,[null],Etairos,50000,[null],Memphis,[null],[null],Equipment
Material COGS,[null],Etairos,50100,[null],Memphis,[null],[null],Equipment
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Memphis,[null],[null],Equipment
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Memphis,[null],[null],Equipment
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Memphis,[null],[null],Equipment
COGS move to IC COGS,[null],Etairos,50199,[null],Memphis,[null],[null],Equipment
Freight,[null],Etairos,50500,[null],Memphis,[null],[null],Equipment
Blygold Royalty,[null],Etairos,50700,[null],Memphis,[null],[null],Equipment
Outside Broker,[null],Etairos,51498,[null],Memphis,[null],[null],Equipment
Inventory Adjustments,[null],Etairos,55000,[null],Memphis,[null],[null],Equipment
Prompt Pay Discounts,[null],Etairos,57500,[null],Memphis,[null],[null],Equipment
Purchase Discounts,[null],Etairos,57600,[null],Memphis,[null],[null],Equipment
Intra Business COGS,[null],Etairos,59998,[null],Memphis,[null],[null],Equipment
Intercompany COGS,[null],Etairos,59999,[null],Memphis,[null],[null],Equipment
Salaries,[null],Etairos,61110,[null],Memphis,[null],[null],Equipment
Bonus,[null],Etairos,61160,[null],Memphis,[null],[null],Equipment
Commissions,[null],Etairos,61170,[null],Memphis,[null],[null],Equipment
Health,[null],Etairos,61310,[null],Memphis,[null],[null],Equipment
401K,[null],Etairos,61340,[null],Memphis,[null],[null],Equipment
Payroll Tax,[null],Etairos,61400,[null],Memphis,[null],[null],Equipment
FICA,[null],Etairos,61410,[null],Memphis,[null],[null],Equipment
FUTA,[null],Etairos,61420,[null],Memphis,[null],[null],Equipment
Commissions Expense,[null],Etairos,61499,[null],Memphis,[null],[null],Equipment
Advertising,[null],Etairos,61500,[null],Memphis,[null],[null],Equipment
Auto Expenses,[null],Etairos,61600,[null],Memphis,[null],[null],Equipment
Charitable Contributions,[null],Etairos,61800,[null],Memphis,[null],[null],Equipment
Training & Seminars,[null],Etairos,61900,[null],Memphis,[null],[null],Equipment
Building Rent,[null],Etairos,62000,[null],Memphis,[null],[null],Equipment
Equipment Rent,[null],Etairos,62025,[null],Memphis,[null],[null],Equipment
Dues & Subscriptions,[null],Etairos,62100,[null],Memphis,[null],[null],Equipment
Office Expense,[null],Etairos,63000,[null],Memphis,[null],[null],Equipment
Cleaning,[null],Etairos,63010,[null],Memphis,[null],[null],Equipment
Postage,[null],Etairos,63050,[null],Memphis,[null],[null],Equipment
Telephone,[null],Etairos,63070,[null],Memphis,[null],[null],Equipment
Utilities Expense,[null],Etairos,63095,[null],Memphis,[null],[null],Equipment
Computer Expense,[null],Etairos,63150,[null],Memphis,[null],[null],Equipment
Consultant-Accounting,[null],Etairos,63815,[null],Memphis,[null],[null],Equipment
Travel Expense,[null],Etairos,64000,[null],Memphis,[null],[null],Equipment
Meals,[null],Etairos,64040,[null],Memphis,[null],[null],Equipment
Entertainment Expense,[null],Etairos,64050,[null],Memphis,[null],[null],Equipment
Maintenance Expense,[null],Etairos,65000,[null],Memphis,[null],[null],Equipment
"Training Expense, Professional",[null],Etairos,68000,[null],Memphis,[null],[null],Equipment
Fees - Bank,[null],Etairos,69100,[null],Memphis,[null],[null],Equipment
Insurance,[null],Etairos,69200,[null],Memphis,[null],[null],Equipment
Property,[null],Etairos,69210,[null],Memphis,[null],[null],Equipment
Legal,[null],Etairos,74100,[null],Memphis,[null],[null],Equipment
Accounting,[null],Etairos,74400,[null],Memphis,[null],[null],Equipment
Taxes,[null],Etairos,75000,[null],Memphis,[null],[null],Equipment
Property Tax,[null],Etairos,75100,[null],Memphis,[null],[null],Equipment
Business License,[null],Etairos,75300,[null],Memphis,[null],[null],Equipment
Other Taxes,[null],Etairos,75500,[null],Memphis,[null],[null],Equipment
Salaries,[null],Etairos,61110,[null],Arkansas,[null],[null],General/HQ
Salaries,[null],Etairos,61110,[null],Headquarters,[null],[null],General/HQ
Bonus,[null],Etairos,61160,[null],Headquarters,[null],[null],General/HQ
401K,[null],Etairos,61340,[null],Headquarters,[null],[null],General/HQ
Payroll Tax,[null],Etairos,61400,[null],Headquarters,[null],[null],General/HQ
Salaries,[null],Etairos,61110,[null],Jackson,[null],[null],General/HQ
Salaries,[null],Etairos,61110,[null],Memphis,[null],[null],General/HQ
Bonus,[null],Etairos,61160,[null],Memphis,[null],[null],General/HQ
Health,[null],Etairos,61310,[null],Memphis,[null],[null],General/HQ
401K,[null],Etairos,61340,[null],Memphis,[null],[null],General/HQ
FICA,[null],Etairos,61410,[null],Memphis,[null],[null],General/HQ
FUTA,[null],Etairos,61420,[null],Memphis,[null],[null],General/HQ
Cost of Goods Sold,[null],Etairos,50000,[null],Arkansas,[null],[null],Hydronic
Material COGS,[null],Etairos,50100,[null],Arkansas,[null],[null],Hydronic
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Arkansas,[null],[null],Hydronic
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Arkansas,[null],[null],Hydronic
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Arkansas,[null],[null],Hydronic
COGS move to IC COGS,[null],Etairos,50199,[null],Arkansas,[null],[null],Hydronic
Freight,[null],Etairos,50500,[null],Arkansas,[null],[null],Hydronic
Blygold Royalty,[null],Etairos,50700,[null],Arkansas,[null],[null],Hydronic
Outside Broker,[null],Etairos,51498,[null],Arkansas,[null],[null],Hydronic
Inventory Adjustments,[null],Etairos,55000,[null],Arkansas,[null],[null],Hydronic
Prompt Pay Discounts,[null],Etairos,57500,[null],Arkansas,[null],[null],Hydronic
Purchase Discounts,[null],Etairos,57600,[null],Arkansas,[null],[null],Hydronic
Intra Business COGS,[null],Etairos,59998,[null],Arkansas,[null],[null],Hydronic
Intercompany COGS,[null],Etairos,59999,[null],Arkansas,[null],[null],Hydronic
Salaries,[null],Etairos,61110,[null],Arkansas,[null],[null],Hydronic
Bonus,[null],Etairos,61160,[null],Arkansas,[null],[null],Hydronic
401K,[null],Etairos,61340,[null],Arkansas,[null],[null],Hydronic
Payroll Tax,[null],Etairos,61400,[null],Arkansas,[null],[null],Hydronic
Commissions Expense,[null],Etairos,61499,[null],Arkansas,[null],[null],Hydronic
Cost of Goods Sold,[null],Etairos,50000,[null],Headquarters,[null],[null],Hydronic
Material COGS,[null],Etairos,50100,[null],Headquarters,[null],[null],Hydronic
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Headquarters,[null],[null],Hydronic
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Headquarters,[null],[null],Hydronic
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Headquarters,[null],[null],Hydronic
COGS move to IC COGS,[null],Etairos,50199,[null],Headquarters,[null],[null],Hydronic
Freight,[null],Etairos,50500,[null],Headquarters,[null],[null],Hydronic
Blygold Royalty,[null],Etairos,50700,[null],Headquarters,[null],[null],Hydronic
Outside Broker,[null],Etairos,51498,[null],Headquarters,[null],[null],Hydronic
Inventory Adjustments,[null],Etairos,55000,[null],Headquarters,[null],[null],Hydronic
Prompt Pay Discounts,[null],Etairos,57500,[null],Headquarters,[null],[null],Hydronic
Purchase Discounts,[null],Etairos,57600,[null],Headquarters,[null],[null],Hydronic
Intra Business COGS,[null],Etairos,59998,[null],Headquarters,[null],[null],Hydronic
Intercompany COGS,[null],Etairos,59999,[null],Headquarters,[null],[null],Hydronic
Salaries,[null],Etairos,61110,[null],Headquarters,[null],[null],Hydronic
Bonus,[null],Etairos,61160,[null],Headquarters,[null],[null],Hydronic
401K,[null],Etairos,61340,[null],Headquarters,[null],[null],Hydronic
Payroll Tax,[null],Etairos,61400,[null],Headquarters,[null],[null],Hydronic
Commissions Expense,[null],Etairos,61499,[null],Headquarters,[null],[null],Hydronic
Revenue,[null],Etairos,40100,[null],Jackson,[null],[null],Hydronic
Commissions,[null],Etairos,40200,[null],Jackson,[null],[null],Hydronic
Cost of Goods Sold,[null],Etairos,50000,[null],Jackson,[null],[null],Hydronic
Material COGS,[null],Etairos,50100,[null],Jackson,[null],[null],Hydronic
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Jackson,[null],[null],Hydronic
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Jackson,[null],[null],Hydronic
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Jackson,[null],[null],Hydronic
COGS move to IC COGS,[null],Etairos,50199,[null],Jackson,[null],[null],Hydronic
Freight,[null],Etairos,50500,[null],Jackson,[null],[null],Hydronic
Blygold Royalty,[null],Etairos,50700,[null],Jackson,[null],[null],Hydronic
Outside Broker,[null],Etairos,51498,[null],Jackson,[null],[null],Hydronic
Inventory Adjustments,[null],Etairos,55000,[null],Jackson,[null],[null],Hydronic
Prompt Pay Discounts,[null],Etairos,57500,[null],Jackson,[null],[null],Hydronic
Purchase Discounts,[null],Etairos,57600,[null],Jackson,[null],[null],Hydronic
Intra Business COGS,[null],Etairos,59998,[null],Jackson,[null],[null],Hydronic
Intercompany COGS,[null],Etairos,59999,[null],Jackson,[null],[null],Hydronic
Salaries,[null],Etairos,61110,[null],Jackson,[null],[null],Hydronic
Bonus,[null],Etairos,61160,[null],Jackson,[null],[null],Hydronic
401K,[null],Etairos,61340,[null],Jackson,[null],[null],Hydronic
Payroll Tax,[null],Etairos,61400,[null],Jackson,[null],[null],Hydronic
Commissions Expense,[null],Etairos,61499,[null],Jackson,[null],[null],Hydronic
Revenue,[null],Etairos,40100,[null],Memphis,[null],[null],Hydronic
Commissions,[null],Etairos,40200,[null],Memphis,[null],[null],Hydronic
Cost of Goods Sold,[null],Etairos,50000,[null],Memphis,[null],[null],Hydronic
Material COGS,[null],Etairos,50100,[null],Memphis,[null],[null],Hydronic
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Memphis,[null],[null],Hydronic
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Memphis,[null],[null],Hydronic
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Memphis,[null],[null],Hydronic
COGS move to IC COGS,[null],Etairos,50199,[null],Memphis,[null],[null],Hydronic
Freight,[null],Etairos,50500,[null],Memphis,[null],[null],Hydronic
Blygold Royalty,[null],Etairos,50700,[null],Memphis,[null],[null],Hydronic
Outside Broker,[null],Etairos,51498,[null],Memphis,[null],[null],Hydronic
Inventory Adjustments,[null],Etairos,55000,[null],Memphis,[null],[null],Hydronic
Prompt Pay Discounts,[null],Etairos,57500,[null],Memphis,[null],[null],Hydronic
Purchase Discounts,[null],Etairos,57600,[null],Memphis,[null],[null],Hydronic
Intra Business COGS,[null],Etairos,59998,[null],Memphis,[null],[null],Hydronic
Intercompany COGS,[null],Etairos,59999,[null],Memphis,[null],[null],Hydronic
Salaries,[null],Etairos,61110,[null],Memphis,[null],[null],Hydronic
Bonus,[null],Etairos,61160,[null],Memphis,[null],[null],Hydronic
401K,[null],Etairos,61340,[null],Memphis,[null],[null],Hydronic
Payroll Tax,[null],Etairos,61400,[null],Memphis,[null],[null],Hydronic
Commissions Expense,[null],Etairos,61499,[null],Memphis,[null],[null],Hydronic
Cost of Goods Sold,[null],Etairos,50000,[null],Arkansas,[null],[null],Parts
Material COGS,[null],Etairos,50100,[null],Arkansas,[null],[null],Parts
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Arkansas,[null],[null],Parts
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Arkansas,[null],[null],Parts
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Arkansas,[null],[null],Parts
COGS move to IC COGS,[null],Etairos,50199,[null],Arkansas,[null],[null],Parts
Freight,[null],Etairos,50500,[null],Arkansas,[null],[null],Parts
Blygold Royalty,[null],Etairos,50700,[null],Arkansas,[null],[null],Parts
Outside Broker,[null],Etairos,51498,[null],Arkansas,[null],[null],Parts
Inventory Adjustments,[null],Etairos,55000,[null],Arkansas,[null],[null],Parts
Prompt Pay Discounts,[null],Etairos,57500,[null],Arkansas,[null],[null],Parts
Purchase Discounts,[null],Etairos,57600,[null],Arkansas,[null],[null],Parts
Intra Business COGS,[null],Etairos,59998,[null],Arkansas,[null],[null],Parts
Intercompany COGS,[null],Etairos,59999,[null],Arkansas,[null],[null],Parts
Salaries,[null],Etairos,61110,[null],Arkansas,[null],[null],Parts
401K,[null],Etairos,61340,[null],Arkansas,[null],[null],Parts
Payroll Tax,[null],Etairos,61400,[null],Arkansas,[null],[null],Parts
Commissions Expense,[null],Etairos,61499,[null],Arkansas,[null],[null],Parts
Cost of Goods Sold,[null],Etairos,50000,[null],Headquarters,[null],[null],Parts
Material COGS,[null],Etairos,50100,[null],Headquarters,[null],[null],Parts
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Headquarters,[null],[null],Parts
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Headquarters,[null],[null],Parts
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Headquarters,[null],[null],Parts
COGS move to IC COGS,[null],Etairos,50199,[null],Headquarters,[null],[null],Parts
Freight,[null],Etairos,50500,[null],Headquarters,[null],[null],Parts
Blygold Royalty,[null],Etairos,50700,[null],Headquarters,[null],[null],Parts
Outside Broker,[null],Etairos,51498,[null],Headquarters,[null],[null],Parts
Inventory Adjustments,[null],Etairos,55000,[null],Headquarters,[null],[null],Parts
Prompt Pay Discounts,[null],Etairos,57500,[null],Headquarters,[null],[null],Parts
Purchase Discounts,[null],Etairos,57600,[null],Headquarters,[null],[null],Parts
Intra Business COGS,[null],Etairos,59998,[null],Headquarters,[null],[null],Parts
Intercompany COGS,[null],Etairos,59999,[null],Headquarters,[null],[null],Parts
Salaries,[null],Etairos,61110,[null],Headquarters,[null],[null],Parts
401K,[null],Etairos,61340,[null],Headquarters,[null],[null],Parts
Payroll Tax,[null],Etairos,61400,[null],Headquarters,[null],[null],Parts
Commissions Expense,[null],Etairos,61499,[null],Headquarters,[null],[null],Parts
Revenue,[null],Etairos,40100,[null],Jackson,[null],[null],Parts
Commissions,[null],Etairos,40200,[null],Jackson,[null],[null],Parts
Shipping,[null],Etairos,40500,[null],Jackson,[null],[null],Parts
Intercompany Revenue,[null],Etairos,49999,[null],Jackson,[null],[null],Parts
Cost of Goods Sold,[null],Etairos,50000,[null],Jackson,[null],[null],Parts
Material COGS,[null],Etairos,50100,[null],Jackson,[null],[null],Parts
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Jackson,[null],[null],Parts
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Jackson,[null],[null],Parts
COGS move to IC COGS,[null],Etairos,50199,[null],Jackson,[null],[null],Parts
Freight,[null],Etairos,50500,[null],Jackson,[null],[null],Parts
Blygold Royalty,[null],Etairos,50700,[null],Jackson,[null],[null],Parts
Outside Broker,[null],Etairos,51498,[null],Jackson,[null],[null],Parts
Inventory Adjustments,[null],Etairos,55000,[null],Jackson,[null],[null],Parts
Intra Business COGS,[null],Etairos,59998,[null],Jackson,[null],[null],Parts
Intercompany COGS,[null],Etairos,59999,[null],Jackson,[null],[null],Parts
Salaries,[null],Etairos,61110,[null],Jackson,[null],[null],Parts
Bonus,[null],Etairos,61160,[null],Jackson,[null],[null],Parts
Health,[null],Etairos,61310,[null],Jackson,[null],[null],Parts
401K,[null],Etairos,61340,[null],Jackson,[null],[null],Parts
FICA,[null],Etairos,61410,[null],Jackson,[null],[null],Parts
FUTA,[null],Etairos,61420,[null],Jackson,[null],[null],Parts
Commissions Expense,[null],Etairos,61499,[null],Jackson,[null],[null],Parts
Advertising,[null],Etairos,61500,[null],Jackson,[null],[null],Parts
Auto Expenses,[null],Etairos,61600,[null],Jackson,[null],[null],Parts
Bad Debt,[null],Etairos,61700,[null],Jackson,[null],[null],Parts
Charitable Contributions,[null],Etairos,61800,[null],Jackson,[null],[null],Parts
Building Rent,[null],Etairos,62000,[null],Jackson,[null],[null],Parts
Equipment Rent,[null],Etairos,62025,[null],Jackson,[null],[null],Parts
Dues & Subscriptions,[null],Etairos,62100,[null],Jackson,[null],[null],Parts
Office Expense,[null],Etairos,63000,[null],Jackson,[null],[null],Parts
Cleaning,[null],Etairos,63010,[null],Jackson,[null],[null],Parts
Postage,[null],Etairos,63050,[null],Jackson,[null],[null],Parts
Telephone,[null],Etairos,63070,[null],Jackson,[null],[null],Parts
Utilities Expense,[null],Etairos,63095,[null],Jackson,[null],[null],Parts
Computer Expense,[null],Etairos,63150,[null],Jackson,[null],[null],Parts
Consultant-Accounting,[null],Etairos,63815,[null],Jackson,[null],[null],Parts
Travel Expense,[null],Etairos,64000,[null],Jackson,[null],[null],Parts
Meals,[null],Etairos,64040,[null],Jackson,[null],[null],Parts
Entertainment Expense,[null],Etairos,64050,[null],Jackson,[null],[null],Parts
Maintenance Expense,[null],Etairos,65000,[null],Jackson,[null],[null],Parts
Fees - Bank,[null],Etairos,69100,[null],Jackson,[null],[null],Parts
Fees - Payroll,[null],Etairos,69110,[null],Jackson,[null],[null],Parts
Insurance,[null],Etairos,69200,[null],Jackson,[null],[null],Parts
Property,[null],Etairos,69210,[null],Jackson,[null],[null],Parts
Legal,[null],Etairos,74100,[null],Jackson,[null],[null],Parts
Accounting,[null],Etairos,74400,[null],Jackson,[null],[null],Parts
Property Tax,[null],Etairos,75100,[null],Jackson,[null],[null],Parts
Business License,[null],Etairos,75300,[null],Jackson,[null],[null],Parts
Revenue,[null],Etairos,40100,[null],Memphis,[null],[null],Parts
Shipping,[null],Etairos,40500,[null],Memphis,[null],[null],Parts
Intercompany Revenue,[null],Etairos,49999,[null],Memphis,[null],[null],Parts
Cost of Goods Sold,[null],Etairos,50000,[null],Memphis,[null],[null],Parts
Material COGS,[null],Etairos,50100,[null],Memphis,[null],[null],Parts
Cost of Goods Sold : Labor,[null],Etairos,50101,[null],Memphis,[null],[null],Parts
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Memphis,[null],[null],Parts
Cost of Goods Sold: Subcontractor Graphics,[null],Etairos,50103,[null],Memphis,[null],[null],Parts
COGS move to IC COGS,[null],Etairos,50199,[null],Memphis,[null],[null],Parts
Freight,[null],Etairos,50500,[null],Memphis,[null],[null],Parts
Blygold Royalty,[null],Etairos,50700,[null],Memphis,[null],[null],Parts
Outside Broker,[null],Etairos,51498,[null],Memphis,[null],[null],Parts
Inventory Adjustments,[null],Etairos,55000,[null],Memphis,[null],[null],Parts
Prompt Pay Discounts,[null],Etairos,57500,[null],Memphis,[null],[null],Parts
Purchase Discounts,[null],Etairos,57600,[null],Memphis,[null],[null],Parts
Intra Business COGS,[null],Etairos,59998,[null],Memphis,[null],[null],Parts
Intercompany COGS,[null],Etairos,59999,[null],Memphis,[null],[null],Parts
Wages,[null],Etairos,61100,[null],Memphis,[null],[null],Parts
Salaries,[null],Etairos,61110,[null],Memphis,[null],[null],Parts
Bonus,[null],Etairos,61160,[null],Memphis,[null],[null],Parts
Commissions,[null],Etairos,61170,[null],Memphis,[null],[null],Parts
Health,[null],Etairos,61310,[null],Memphis,[null],[null],Parts
401K,[null],Etairos,61340,[null],Memphis,[null],[null],Parts
Payroll Tax,[null],Etairos,61400,[null],Memphis,[null],[null],Parts
FICA,[null],Etairos,61410,[null],Memphis,[null],[null],Parts
FUTA,[null],Etairos,61420,[null],Memphis,[null],[null],Parts
Commissions Expense,[null],Etairos,61499,[null],Memphis,[null],[null],Parts
Advertising,[null],Etairos,61500,[null],Memphis,[null],[null],Parts
Auto Expenses,[null],Etairos,61600,[null],Memphis,[null],[null],Parts
Charitable Contributions,[null],Etairos,61800,[null],Memphis,[null],[null],Parts
Building Rent,[null],Etairos,62000,[null],Memphis,[null],[null],Parts
Equipment Rent,[null],Etairos,62025,[null],Memphis,[null],[null],Parts
Dues & Subscriptions,[null],Etairos,62100,[null],Memphis,[null],[null],Parts
Office Expense,[null],Etairos,63000,[null],Memphis,[null],[null],Parts
Cleaning,[null],Etairos,63010,[null],Memphis,[null],[null],Parts
Postage,[null],Etairos,63050,[null],Memphis,[null],[null],Parts
Telephone,[null],Etairos,63070,[null],Memphis,[null],[null],Parts
Utilities Expense,[null],Etairos,63095,[null],Memphis,[null],[null],Parts
Computer Expense,[null],Etairos,63150,[null],Memphis,[null],[null],Parts
Consultant-Accounting,[null],Etairos,63815,[null],Memphis,[null],[null],Parts
Travel Expense,[null],Etairos,64000,[null],Memphis,[null],[null],Parts
Meals,[null],Etairos,64040,[null],Memphis,[null],[null],Parts
Entertainment Expense,[null],Etairos,64050,[null],Memphis,[null],[null],Parts
Maintenance Expense,[null],Etairos,65000,[null],Memphis,[null],[null],Parts
"Training Expense, Professional",[null],Etairos,68000,[null],Memphis,[null],[null],Parts
Fees- Credit Card,[null],Etairos,69120,[null],Memphis,[null],[null],Parts
Insurance,[null],Etairos,69200,[null],Memphis,[null],[null],Parts
Property,[null],Etairos,69210,[null],Memphis,[null],[null],Parts
Legal,[null],Etairos,74100,[null],Memphis,[null],[null],Parts
Accounting,[null],Etairos,74400,[null],Memphis,[null],[null],Parts
Property Tax,[null],Etairos,75100,[null],Memphis,[null],[null],Parts
Other Taxes,[null],Etairos,75500,[null],Memphis,[null],[null],Parts
Salaries,[null],Etairos,61110,[null],Arkansas,[null],[null],Service
401K,[null],Etairos,61340,[null],Arkansas,[null],[null],Service
Payroll Tax,[null],Etairos,61400,[null],Arkansas,[null],[null],Service
Salaries,[null],Etairos,61110,[null],Headquarters,[null],[null],Service
401K,[null],Etairos,61340,[null],Headquarters,[null],[null],Service
Payroll Tax,[null],Etairos,61400,[null],Headquarters,[null],[null],Service
Salaries,[null],Etairos,61110,[null],Jackson,[null],[null],Service
401K,[null],Etairos,61340,[null],Jackson,[null],[null],Service
Payroll Tax,[null],Etairos,61400,[null],Jackson,[null],[null],Service
Revenue,[null],Etairos,40100,[null],Memphis,[null],[null],Service
Intercompany Revenue,[null],Etairos,49999,[null],Memphis,[null],[null],Service
Cost of Goods Sold,[null],Etairos,50000,[null],Memphis,[null],[null],Service
Cost of Goods Sold: Project Material,[null],Etairos,50102,[null],Memphis,[null],[null],Service
Cost of Goods Sold: Subcontractor,[null],Etairos,50103,[null],Memphis,[null],[null],Service
Intercompany COGS,[null],Etairos,59999,[null],Memphis,[null],[null],Service
Wages,[null],Etairos,61100,[null],Memphis,[null],[null],Service
Salaries,[null],Etairos,61110,[null],Memphis,[null],[null],Service
Overtime,[null],Etairos,61120,[null],Memphis,[null],[null],Service
Bonus,[null],Etairos,61160,[null],Memphis,[null],[null],Service
Health,[null],Etairos,61310,[null],Memphis,[null],[null],Service
401K,[null],Etairos,61340,[null],Memphis,[null],[null],Service
Payroll Tax,[null],Etairos,61400,[null],Memphis,[null],[null],Service
FICA,[null],Etairos,61410,[null],Memphis,[null],[null],Service
FUTA,[null],Etairos,61420,[null],Memphis,[null],[null],Service
Commissions Expense,[null],Etairos,61499,[null],Memphis,[null],[null],Service
Advertising,[null],Etairos,61500,[null],Memphis,[null],[null],Service
Auto Expenses,[null],Etairos,61600,[null],Memphis,[null],[null],Service
Bad Debt,[null],Etairos,61700,[null],Memphis,[null],[null],Service
Charitable Contributions,[null],Etairos,61800,[null],Memphis,[null],[null],Service
Training & Seminars,[null],Etairos,61900,[null],Memphis,[null],[null],Service
Building Rent,[null],Etairos,62000,[null],Memphis,[null],[null],Service
Equipment Rent,[null],Etairos,62025,[null],Memphis,[null],[null],Service
Dues & Subscriptions,[null],Etairos,62100,[null],Memphis,[null],[null],Service
Office Expense,[null],Etairos,63000,[null],Memphis,[null],[null],Service
Cleaning,[null],Etairos,63010,[null],Memphis,[null],[null],Service
Postage,[null],Etairos,63050,[null],Memphis,[null],[null],Service
Telephone,[null],Etairos,63070,[null],Memphis,[null],[null],Service
Uniforms,[null],Etairos,63090,[null],Memphis,[null],[null],Service
Utilities Expense,[null],Etairos,63095,[null],Memphis,[null],[null],Service
Computer Expense,[null],Etairos,63150,[null],Memphis,[null],[null],Service
