Invoice Number,INVOICE_ID,Invoice Amount,Invoice date,INVOICE_CURRENCY_CODE,SOURCE,Invoice Type,INVOICE_DESCRIPTION,SUPPLIER_NUMBER,SUPPLIER_NAME,LINE_NUMBER,LINE_TYPE,LINE_AMOUNT,LINE_DESCRIPTION,CHARGE_ACCOUNT
95696820,103807,1480.8,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10620  Created for SO #244713,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1480.8,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95696866,103806,606.49,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10797  Created for SO #245047,100866,GREENHECK FAN CORPORATION (V),1,ITEM,606.49,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95697253,103808,1213.68,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10864  Created for SO #245141,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1213.68,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95697344,103813,784.63,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-11011  Created for SO #245436,100866,GREENHECK FAN CORPORATION (V),1,ITEM,784.63,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95697345,103172,2292.99,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10446  Created for SO #244407,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2292.99,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95697394,103814,139.26,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-11005  Created for SO #245424,100866,GREENHECK FAN CORPORATION (V),1,ITEM,139.26,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95697451,103170,80.82,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10943  Created for SO #245305,100866,GREENHECK FAN CORPORATION (V),1,ITEM,80.82,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95697499,103809,105296.22,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10517  Order is being put in as 'standard' lead time - Greenheck will be changing i...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,105296.22,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95697578,103810,2642.02,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 25-18457  Created for SO #242790,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2642.02,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95697579,103171,1224.28,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10620  Created for SO #244713,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1224.28,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95697619,103811,911.87,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 25-14906W  Created for SO #245095  Created from RMA #920  Faulty controller under warr...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,911.87,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95697655,103167,626.98,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10837  Created for SO #245114  SO Note: Ethan Clare - 3606844843  PO KPO00029949,100866,GREENHECK FAN CORPORATION (V),1,ITEM,626.98,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95697656,103166,30777.78,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 25-18873  Created for SO #243620,100866,GREENHECK FAN CORPORATION (V),1,ITEM,30777.78,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95697676,103168,534.22,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10988  Created for SO #245390,100866,GREENHECK FAN CORPORATION (V),1,ITEM,534.22,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95697694,103812,59.43,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-11034  Created for SO #245467  SO Note: Eric Bjork  360-452-9706  Guts for GREEN  P...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,59.43,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95697728,103169,126.16,2026-02-12,USD,Conversion,STANDARD,FB: PO# - 26-10755  Created for SO #244970,100866,GREENHECK FAN CORPORATION (V),1,ITEM,126.16,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698000,103179,5808.76,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10662  Created for SO #244810,100866,GREENHECK FAN CORPORATION (V),1,ITEM,5808.76,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698001,103178,3053.11,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10531  Created for SO #244544,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3053.11,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698002,103177,214.36,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10968  Created for SO #245354,100866,GREENHECK FAN CORPORATION (V),1,ITEM,214.36,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698152,103629,2903.33,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10618  Created for SO #244500,104698,Metalaire,1,ITEM,2903.33,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698152A,104128,242.63,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10618  Created for SO #244500,104698,Metalaire,1,ITEM,242.63,Dorse_Line_1,1510.1602.100.000.514000.0000.000
95698153,103631,2621.62,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10634  Created for SO #244737,104698,Metalaire,1,ITEM,2621.62,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698154,103632,155.95,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10739  Created for SO #244922,104698,Metalaire,1,ITEM,155.95,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698155,103630,88.11,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10776  Created for SO #245001,104698,Metalaire,1,ITEM,88.11,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698156,104089,74.51,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10779  Created for SO #245010,104698,Metalaire,1,ITEM,74.51,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95698157,104090,1768.27,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10610  Created for SO #244677,104698,Metalaire,1,ITEM,1768.27,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95698158,104088,142.96,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10751  Created for SO #244958,104698,Metalaire,1,ITEM,142.96,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95698159,103627,709.95,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10774  Created for SO #239377,104698,Metalaire,1,ITEM,709.95,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698160,103628,807.83,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10798  Created for SO #245041,104698,Metalaire,1,ITEM,807.83,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698721,103176,476.92,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-11039  Created for SO #245434  SO Note: Alamir Ahmad  360-854-8328  PO# 30520,100866,GREENHECK FAN CORPORATION (V),1,ITEM,476.92,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698788,103175,1683.84,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10863  Created for SO #245120,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1683.84,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698820,103173,3036.73,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10744  Created for SO #244945,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3036.73,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698821,103174,1607.49,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10552  Created for SO #244583,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1607.49,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698822,103815,158.9,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10987  Created for SO #245278,100866,GREENHECK FAN CORPORATION (V),1,ITEM,158.9,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95698926,103180,271.33,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10846  Created for SO #245129  Laurie Still-Papen   P. 253.627.7543  D. 253.327.197...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,271.33,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698928,103181,288.53,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10968  Created for SO #245354,100866,GREENHECK FAN CORPORATION (V),1,ITEM,288.53,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698929,103187,939.52,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-11004  Created for SO #245367  SO Note: Craig Stauffer  206-372-2239   Craig.Stauff...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,939.52,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698957,103183,707.16,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10656  Created for SO #244801,100866,GREENHECK FAN CORPORATION (V),1,ITEM,707.16,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95698994,103817,732.17,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10767  Created for SO #239374,100866,GREENHECK FAN CORPORATION (V),1,ITEM,732.17,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95699028,103186,11368.44,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 25-18327  Created for SO #242546  SO Note: Attention Todd Williams,100866,GREENHECK FAN CORPORATION (V),1,ITEM,11368.44,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699029,103182,1356.73,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10667  Created for SO #244823,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1356.73,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699113,103184,765.44,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-10548  Created for SO #244579,100866,GREENHECK FAN CORPORATION (V),1,ITEM,765.44,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699182,103185,238.06,2026-02-13,USD,Conversion,STANDARD,FB: PO# - 26-11041  Created for SO #245476  SO Note: Tiffany Diaz 360-377-3877,100866,GREENHECK FAN CORPORATION (V),1,ITEM,238.06,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699349,103818,14841.02,2026-02-15,USD,Conversion,STANDARD,FB: PO# - 26-10410  Created for SO #244346,100866,GREENHECK FAN CORPORATION (V),1,ITEM,14841.02,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95699442,103189,1328.92,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10740  Created for SO #244928,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1328.92,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699443,103190,4800.99,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10624  Created for SO #244725,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4800.99,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699444,103192,2860.72,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10565  Created for SO #244603  Sten-Erik Andreassen  Associate Project Manager    A...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2860.72,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699511,103191,5454.11,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10115  Created for SO #243852,100866,GREENHECK FAN CORPORATION (V),1,ITEM,5454.11,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699512,103193,2936.65,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10298  Created for SO #244180,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2936.65,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699606,103819,667.18,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-11082  Created for SO #245459  SO Note: Will Lindamood: 206-550-0826,100866,GREENHECK FAN CORPORATION (V),1,ITEM,667.18,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95699632,103194,356.09,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10941  Created for SO #245289,100866,GREENHECK FAN CORPORATION (V),1,ITEM,356.09,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699700,103820,6352.23,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10450  Created for SO #244372,100866,GREENHECK FAN CORPORATION (V),1,ITEM,6352.23,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95699701,103195,526.08,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10603  Created for SO #244680  SO Note: Eric Levine 206-402-2325  Uline - MAU 7,100866,GREENHECK FAN CORPORATION (V),1,ITEM,526.08,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699810,103197,619.75,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10955  Note: Curbs were canceled by customer,100866,GREENHECK FAN CORPORATION (V),1,ITEM,619.75,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699881,103196,654.32,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-11004  Created for SO #245367  SO Note: Craig Stauffer  206-372-2239   Craig.Stauff...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,654.32,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95699953,103821,32.88,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10644  Created for SO #244764,100866,GREENHECK FAN CORPORATION (V),1,ITEM,32.88,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95699954,103822,187.36,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-11089  Created for SO #245549  SO Note: Katie Brown - 206.248.9700  THA   PO #10000...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,187.36,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95699955,103198,464.75,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-11090  Created for SO #245550  SO Note: Bill Kirpes 206-707-1048  PO 226-002-222-0104,100866,GREENHECK FAN CORPORATION (V),1,ITEM,464.75,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700212,103823,663.63,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-11063  Created for SO #245515,100866,GREENHECK FAN CORPORATION (V),1,ITEM,663.63,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95700267,103209,250,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10162A`  Created for SO #243913,100866,GREENHECK FAN CORPORATION (V),1,ITEM,250,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700497,103199,321.63,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10870  Created for SO #245185,100866,GREENHECK FAN CORPORATION (V),1,ITEM,321.63,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700498,103200,89.93,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10875  Created for SO #245193  Laurie Still-Papen,100866,GREENHECK FAN CORPORATION (V),1,ITEM,89.93,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700499,103204,2234.26,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-11059  Created for SO #245505,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2234.26,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700500,103201,296.3,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-11110  Created for SO #245399,100866,GREENHECK FAN CORPORATION (V),1,ITEM,296.3,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700501,103203,104.51,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-11118  Created for SO #245579  SO Note: Jared Newberry 2065612935  PO# 693523  Job ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,104.51,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700520,103824,504.04,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10560  Created for SO #243075,100866,GREENHECK FAN CORPORATION (V),1,ITEM,504.04,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95700521,103205,928.32,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-10936  Created for SO #245285,100866,GREENHECK FAN CORPORATION (V),1,ITEM,928.32,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700551,103202,1229.37,2026-02-16,USD,Conversion,STANDARD,FB: PO# - 26-11086  Created for SO #245483,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1229.37,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700925,103207,12140.31,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 25-18578  Created for SO #243034,100866,GREENHECK FAN CORPORATION (V),1,ITEM,12140.31,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700959,103633,90.54,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10835  Created for SO #245106,104698,Metalaire,1,ITEM,90.54,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700960,103206,73.8,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10872  Created for SO #245187,100866,GREENHECK FAN CORPORATION (V),1,ITEM,73.8,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95700961,103634,129.92,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10831  Created for SO #245097,104698,Metalaire,1,ITEM,129.92,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95701130,103208,1782.99,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10294  Created for SO #244175,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1782.99,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95701155,104091,1034.17,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10866  Created for SO #245178,104698,Metalaire,1,ITEM,1034.17,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95701201,103210,2311.82,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-11124  Created for SO #245589  SO Note: Connor Dedrick 541-734-4304   PO 3419533-00,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2311.82,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95701516,103211,3736.09,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10320  Created for SO #244211,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3736.09,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95701610,103825,2034.21,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10789  Created for SO #245027  SO Note: JAMESON 720-837-7543  Honda of Bellevue  PO...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2034.21,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95701611,103827,207.43,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-11130  Created for SO #245597  SO Note: Manny Martinez   OR8238259,100866,GREENHECK FAN CORPORATION (V),1,ITEM,207.43,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95701636,103826,2470.44,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10576  Created for SO #244618,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2470.44,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95701722,103216,2049.84,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10771  Created for SO #244920,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2049.84,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95701723,103212,3664.12,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10350  Created for SO #244257,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3664.12,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95701823,103213,2000.35,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-11008  Created for SO #245427,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2000.35,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95701841,103829,1387.11,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10903  Created for SO #245256,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1387.11,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95701842,103828,486.26,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10911  Created for SO #245242,100866,GREENHECK FAN CORPORATION (V),1,ITEM,486.26,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95701843,103214,2253.93,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10938  Created for SO #245287,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2253.93,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95701926,103217,1119.54,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-11136  Created for SO #245609  SO Note: CMS is doing this for UMC,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1119.54,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95701927,103215,136.98,2026-02-17,USD,Conversion,STANDARD,FB: PO# - 26-10749  Created for SO #244953  Andy Badejo  Materials Manager / Baxter  360-893-1389,100866,GREENHECK FAN CORPORATION (V),1,ITEM,136.98,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95702250,103219,19252.8,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10685  Created for SO #244712,100866,GREENHECK FAN CORPORATION (V),1,ITEM,19252.8,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95702251,103220,190.82,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10348  Created for SO #244253,100866,GREENHECK FAN CORPORATION (V),1,ITEM,190.82,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95702252,103831,3720.99,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10510  Created for SO #244518,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3720.99,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95702321,103830,3068.09,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10480  Created for SO #244466,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3068.09,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95702322,103218,4370.17,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 25-17528  Created for SO #241078,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4370.17,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95702370,103635,50,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10648  Created for SO #244780,104698,Metalaire,1,ITEM,50,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95702961,103833,364.33,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-11169  Created for SO #245667  SO Note: Jason Umbao (425) 570-7097  jumbao@umci.com...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,364.33,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703024,103832,7315.38,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10902  Created for SO #245255,100866,GREENHECK FAN CORPORATION (V),1,ITEM,7315.38,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703066,103834,5717.52,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10551  Created for SO #244582,100866,GREENHECK FAN CORPORATION (V),1,ITEM,5717.52,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703089,103835,1052.16,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10760  Created for SO #244979  SO Note: No charge to customer,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1052.16,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703201,103836,8528.62,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-11096  Created for SO #245537,100866,GREENHECK FAN CORPORATION (V),1,ITEM,8528.62,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703350,103837,7647.29,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10884  Created for SO #245209  Ramie Havens  C: 206.852.6021  D: 206.248.8753  M: 2...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,7647.29,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703353,103838,108.67,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-11181  Created for SO #245693  SO Note: Andrei Landrum   PO SF8238544,100866,GREENHECK FAN CORPORATION (V),1,ITEM,108.67,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703510,103224,3735.9,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10163  Created for SO #243909,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3735.9,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703511,103839,4028.1,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10167  Created for SO #243915,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4028.1,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703512,103225,175.21,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-11185  Created for SO #245701  SO Note: Jayla Cureton 206-532-4424  PO# 694060  Job...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,175.21,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703534,103221,242.83,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-11195  Created for SO #245655,100866,GREENHECK FAN CORPORATION (V),1,ITEM,242.83,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703555,103222,377.16,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 26-10927  Created for SO #245276,100866,GREENHECK FAN CORPORATION (V),1,ITEM,377.16,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703654,103223,575.08,2026-02-18,USD,Conversion,STANDARD,FB: PO# - 25-18774W  Created for SO #245615  Created from RMA #933  Replacement due to freight d...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,575.08,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703829,103226,3028.3,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 25-18458  Created for SO #242790,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3028.3,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703830,103842,1724.33,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10315  Created for SO #244212,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1724.33,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703831,103841,359.3,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-11023  Created for SO #245416,100866,GREENHECK FAN CORPORATION (V),1,ITEM,359.3,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703832,103229,857.75,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-11092  Created for SO #245554,100866,GREENHECK FAN CORPORATION (V),1,ITEM,857.75,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703833,103844,14033.41,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10167  Created for SO #243915,100866,GREENHECK FAN CORPORATION (V),1,ITEM,14033.41,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703834,103227,307.25,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-11101  Created for SO #245438,100866,GREENHECK FAN CORPORATION (V),1,ITEM,307.25,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703835,103228,89.04,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-11095  Created for SO #245557,100866,GREENHECK FAN CORPORATION (V),1,ITEM,89.04,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95703898,103843,1958.16,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10395  Created for SO #244318,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1958.16,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95703899,103230,476.79,2026-02-19,USD,Conversion,STANDARD,FB: PO# - 26-10793  Created for SO #245030,100866,GREENHECK FAN CORPORATION (V),1,ITEM,476.79,Dorse_Line_1,1510.1601.100.000.511000.0000.000
