Transaction Type,Trx Date,Trx Number/ Cross Ref,Po Number,Customer Name (Only Bill to/ No Ship To),Customer Address,Payment Term,Due Date,Invoice Amount,Salesperson Name,Sales credit percentage
Type,Date,Num,P. O. #,Name,Name Address,Terms,Due Date,Open Balance,,
Invoice,2026-02-04 00:00:00,244594,690986,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-06 00:00:00,300,House Account,1
Invoice,2026-02-04 00:00:00,244316-2,26023131,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-06 00:00:00,528,House Account,1
Invoice,2026-02-04 00:00:00,244316-1,26023131,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-06 00:00:00,3877.9,House Account,1
Invoice,2026-02-04 00:00:00,244757,4563M4,Air Systems Engineering Inc:ASE-Old Growth,"3602 South Pine Street Tacoma, WA 98409 USA",Net 30,2026-03-06 00:00:00,525.14,House Account,1
Invoice,2026-02-04 00:00:00,245005,54352-9934,United Systems Mechanical Inc:USM-Small Projects,"1400 Airport Way S, Suite 202 Seattle, WA 98134",Net 30,2026-03-06 00:00:00,176.98,House Account,1
Invoice,2026-02-04 00:00:00,244930,26034094,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-06 00:00:00,74.24,House Account,1
Invoice,2026-02-04 00:00:00,244968,26034069,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-06 00:00:00,89.94,House Account,1
Invoice,2026-02-04 00:00:00,244997,10675,"Pacific Air Control, Inc:Pacific Air Control, Inc. GOF","1916 220th St SE, Suite M101 Bothell, WA 98021 USA",Net 30,2026-03-06 00:00:00,254.86,House Account,1
Invoice,2026-02-04 00:00:00,244975,26034055,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-06 00:00:00,254.54,House Account,1
Invoice,2026-02-04 00:00:00,244897,691047,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-06 00:00:00,352.41,House Account,1
Invoice,2026-02-04 00:00:00,244967,24347107,McKinstry Company:MCK-Project Tetris,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-06 00:00:00,43.5,House Account,1
Invoice,2026-02-05 00:00:00,244248,26013110,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-07 00:00:00,5235,House Account,1
Invoice,2026-02-05 00:00:00,244840,26029028,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-07 00:00:00,1425,House Account,1
Invoice,2026-02-05 00:00:00,245051,691387,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-07 00:00:00,1061.31,House Account,1
Invoice,2026-02-05 00:00:00,244999-1,26035058,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-07 00:00:00,72,House Account,1
Invoice,2026-02-05 00:00:00,244999,26035058,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-07 00:00:00,42.01,House Account,1
Invoice,2026-02-05 00:00:00,245022,26035071,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-07 00:00:00,464.32,House Account,1
Invoice,2026-02-05 00:00:00,245014,26035063,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-07 00:00:00,464.32,House Account,1
Invoice,2026-02-05 00:00:00,245037,DSHS,Farrington Air Quality Services,"PO Box 760 Sumner, WA 98390 USA",Net 30,2026-03-07 00:00:00,176.1,House Account,1
Invoice,2026-02-06 00:00:00,244966,260636,GB Systems:GB-Special Projects,"7202 NE 175Th St Kenmore, WA 98028 USA",Net 30,2026-03-08 00:00:00,226.5,House Account,1
Invoice,2026-02-06 00:00:00,244248-1,26013110,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-08 00:00:00,2140,House Account,1
Invoice,2026-02-06 00:00:00,245150,691728,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-08 00:00:00,450,House Account,1
Invoice,2026-02-06 00:00:00,244200,687257,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-08 00:00:00,20006.43,House Account,1
Invoice,2026-02-06 00:00:00,245183,2603083287,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-08 00:00:00,40,House Account,1
Invoice,2026-02-09 00:00:00,243926,26009119,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-11 00:00:00,430.02,House Account,1
Invoice,2026-02-10 00:00:00,245236,BMM1343,Blue Mountain Mechanical Inc:BLU-Special Projects,"9227 Blue Mountain Lane SW, Ste A Tumwater, WA 98512 USA",Net 30,2026-03-12 00:00:00,100.44,House Account,1
Invoice,2026-02-10 00:00:00,245013-1,25-641,Enviromech:Enviromech - Special Projects,"430 SW 153rd St Burien, WA 98166 USA",Net 30,2026-03-12 00:00:00,57.6,House Account,1
Invoice,2026-02-10 00:00:00,245013,25-641,Enviromech:Enviromech - Special Projects,"430 SW 153rd St Burien, WA 98166 USA",Net 30,2026-03-12 00:00:00,997.5,House Account,1
Invoice,2026-02-10 00:00:00,245144-1,2201-2720,Ocean Park Mechanical Inc:OCE-Seattle House Apartments,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-12 00:00:00,92,House Account,1
Invoice,2026-02-10 00:00:00,245144,2201-2720,Ocean Park Mechanical Inc:OCE-Seattle House Apartments,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-12 00:00:00,1778.96,House Account,1
Invoice,2026-02-10 00:00:00,245127,10698,"Pacific Air Control, Inc:Pacific Air Control, Inc. GOF","1916 220th St SE, Suite M101 Bothell, WA 98021 USA",Net 30,2026-03-12 00:00:00,299.47,House Account,1
Invoice,2026-02-10 00:00:00,245070,26035144,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-12 00:00:00,271.17,House Account,1
Invoice,2026-02-10 00:00:00,245135,60940751,Acco Engineered Systems (401856):ACC-ACCO Small Projects (401856),"C/o Dorse & Company 5000 1st Ave S Seattle, WA 98134",Net 30,2026-03-12 00:00:00,13.64,House Account,1
Invoice,2026-02-10 00:00:00,245118,3070,Trimble Mechanical:TBM-Special Projects,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-03-12 00:00:00,227.27,House Account,1
Invoice,2026-02-10 00:00:00,245195,691851,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-12 00:00:00,234.23,,
Invoice,2026-02-10 00:00:00,245172-1,691770,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-12 00:00:00,23.84,House Account,1
Invoice,2026-02-10 00:00:00,245172,691770,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-12 00:00:00,114.16,House Account,1
Invoice,2026-02-10 00:00:00,245175,305709,Vital Mechanical Service:Vit-Vital Mechanical Special Projects,"1420 Maple Ave SW Renton, WA 98057 USA",Net 30,2026-03-12 00:00:00,320.85,House Account,1
Invoice,2026-02-10 00:00:00,245130,25357078,McKinstry Company:MCK-Block 38 TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-12 00:00:00,174.72,House Account,1
Invoice,2026-02-10 00:00:00,245200,691862,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-12 00:00:00,786.53,House Account,1
Invoice,2026-02-10 00:00:00,244753,25357078,McKinstry Company:MCK-Block 38 TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-12 00:00:00,1141.16,House Account,1
Invoice,2026-02-10 00:00:00,245199,43778-1165-0206,PSF Mechanical:PSF-Small Projects,"PO Box 84046 Seattle, WA 98124 USA",Net 30,2026-03-12 00:00:00,173.05,House Account,1
Invoice,2026-02-10 00:00:00,245139,101670-23020,Rainier Metal Works:Rainier Metal Works-Special Projects,"9322 14th Ave South Seattle, WA 98108 USA",Net 30,2026-03-12 00:00:00,597.14,House Account,1
Invoice,2026-02-10 00:00:00,245092,43880-1165-0204,PSF Mechanical:PSF-Small Projects,"PO Box 84046 Seattle, WA 98124 USA",Net 30,2026-03-12 00:00:00,497.14,House Account,1
Invoice,2026-02-10 00:00:00,245094,2245-2720,Ocean Park Mechanical Inc:OCE-Yesler Block South Tower,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-12 00:00:00,1673.7,House Account,1
Invoice,2026-02-10 00:00:00,245033,691526,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-12 00:00:00,2083.29,House Account,1
Credit Memo,2026-02-10 00:00:00,245327,,Uptown Mechanical:Uptown - Special Projects,"2223 202nd St S W Lynnwood, WA 98036 USA",Net 30,2026-03-12 00:00:00,-135.1,House Account,1
Invoice,2026-02-11 00:00:00,244751,689539,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-13 00:00:00,1630,House Account,1
Invoice,2026-02-11 00:00:00,245309,692380,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-13 00:00:00,972.15,House Account,1
Invoice,2026-02-11 00:00:00,244512,689170,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-13 00:00:00,139.7,House Account,1
Invoice,2026-02-11 00:00:00,244526,2201-2725,Ocean Park Mechanical Inc:OCE-Seattle House Apartments,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-13 00:00:00,70.95,House Account,1
Invoice,2026-02-11 00:00:00,244248-2,26013110,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-13 00:00:00,1225,House Account,1
Invoice,2026-02-11 00:00:00,244783,25357078,McKinstry Company:MCK-Block 38 TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-13 00:00:00,190,House Account,1
Invoice,2026-02-12 00:00:00,245263-1,692126,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-14 00:00:00,32.28,House Account,1
Invoice,2026-02-12 00:00:00,245263,692126,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-14 00:00:00,152.46,House Account,1
Invoice,2026-02-12 00:00:00,245203,691867,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-14 00:00:00,302.42,House Account,1
Invoice,2026-02-12 00:00:00,245237,26040093,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-14 00:00:00,935.92,House Account,1
Invoice,2026-02-12 00:00:00,245330-1,Tukwila 1,Diamond Construction Services LLC:Diamond Construction - Special Project,"35420 Military Rd S Auburn, WA 98001 USA",Net 30,2026-03-14 00:00:00,9.62,House Account,1
Invoice,2026-02-12 00:00:00,245330,Tukwila 1,Diamond Construction Services LLC:Diamond Construction - Special Project,"35420 Military Rd S Auburn, WA 98001 USA",Net 30,2026-03-14 00:00:00,29.56,House Account,1
Invoice,2026-02-12 00:00:00,245300,EAGS,Zip Mechanical,"309 S Cloverdale St, Suite D43 Seattle, WA 98108 USA",Net 30,2026-03-14 00:00:00,74.1,House Account,1
Invoice,2026-02-12 00:00:00,245238-1,3230,Trimble Mechanical:TBM-Special Projects,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-03-14 00:00:00,147,House Account,1
Invoice,2026-02-12 00:00:00,245238,3230,Trimble Mechanical:TBM-Special Projects,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-03-14 00:00:00,339.89,House Account,1
Invoice,2026-02-12 00:00:00,244396-1,26020200,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-14 00:00:00,4200,House Account,1
Invoice,2026-02-12 00:00:00,244853,25357078,McKinstry Company:MCK-Block 38 TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-14 00:00:00,160,House Account,1
Invoice,2026-02-12 00:00:00,244581-1,25-696-RM,Enviromech:Enviromech - Special Projects,"430 SW 153rd St Burien, WA 98166 USA",Net 30,2026-03-14 00:00:00,125,House Account,1
Invoice,2026-02-12 00:00:00,245370,20375,Ocean Park Mechanical Inc:OCE-Special Projects,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-14 00:00:00,575,House Account,1
Invoice,2026-02-12 00:00:00,245047,691020,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-14 00:00:00,850,House Account,1
Invoice,2026-02-13 00:00:00,245239,25357078,McKinstry Company:MCK-Block 38 TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-15 00:00:00,682.5,House Account,1
Credit Memo,2026-02-13 00:00:00,245514,10698,"Pacific Air Control, Inc:Pacific Air Control, Inc. GOF","1916 220th St SE, Suite M101 Bothell, WA 98021 USA",Net 30,2026-03-15 00:00:00,-282.48,House Account,1
Invoice,2026-02-13 00:00:00,245354,691980,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-15 00:00:00,320,House Account,1
Invoice,2026-02-13 00:00:00,240443,Mary Ruth Manor,Zip Mechanical,"309 S Cloverdale St, Suite D43 Seattle, WA 98108 USA",Net 30,2026-03-15 00:00:00,105,House Account,1
Invoice,2026-02-13 00:00:00,244737,2201,Ocean Park Mechanical Inc:OCE-Seattle House Apartments,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-15 00:00:00,3845,House Account,1
Invoice,2026-02-16 00:00:00,245530,687257,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-18 00:00:00,18.66,House Account,1
Invoice,2026-02-16 00:00:00,243332,682748,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-18 00:00:00,75,House Account,1
Invoice,2026-02-16 00:00:00,240443-1,Mary Ruth Manor,Zip Mechanical,"309 S Cloverdale St, Suite D43 Seattle, WA 98108 USA",Net 30,2026-03-18 00:00:00,435,House Account,1
Invoice,2026-02-16 00:00:00,245216,692491,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-18 00:00:00,1755,House Account,1
Invoice,2026-02-16 00:00:00,244255,687583,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-18 00:00:00,698.5,House Account,1
Invoice,2026-02-16 00:00:00,245354-1,691980,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-18 00:00:00,430,House Account,1
Invoice,2026-02-16 00:00:00,244579,687722,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-18 00:00:00,1075,House Account,1
Invoice,2026-02-16 00:00:00,245459,54394-9926,United Systems Mechanical Inc:USM-Small Projects,"1400 Airport Way S, Suite 202 Seattle, WA 98134",Net 30,2026-03-18 00:00:00,870,House Account,1
Invoice,2026-02-17 00:00:00,245399,10762,"Pacific Air Control, Inc:Pacific Air Control, Inc. GOF","1916 220th St SE, Suite M101 Bothell, WA 98021 USA",Net 30,2026-03-19 00:00:00,428,House Account,1
Invoice,2026-02-17 00:00:00,245579,693523,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-19 00:00:00,200,House Account,1
Invoice,2026-02-17 00:00:00,245505,26041121,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-19 00:00:00,2885,House Account,1
Invoice,2026-02-18 00:00:00,245557,w044276,"Lynden Sheet Metal, Inc:Lyn-Special Projects","837 Evergreen Street Lynden, WA 98264 USA",Net 30,2026-03-20 00:00:00,46,House Account,1
Invoice,2026-02-18 00:00:00,245302,2333-2720,Ocean Park Mechanical Inc:OCE-1200 Stewart,"2428 King George Boulevard Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-20 00:00:00,1775.09,House Account,1
Invoice,2026-02-18 00:00:00,241323-1,Kent bldg. Exhaust,Uptown Mechanical:Uptown - Special Projects,"2223 202nd St S W Lynnwood, WA 98036 USA",Net 30,2026-03-20 00:00:00,730.65,House Account,1
Invoice,2026-02-18 00:00:00,241323,Kent bldg. Exhaust,Uptown Mechanical:Uptown - Special Projects,"2223 202nd St S W Lynnwood, WA 98036 USA",Net 30,2026-03-20 00:00:00,1820,House Account,1
Invoice,2026-02-18 00:00:00,245360,692506,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,319.51,House Account,1
Invoice,2026-02-18 00:00:00,245093,691690,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,3392,House Account,1
Invoice,2026-02-18 00:00:00,245412,692829,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,395.96,House Account,1
Invoice,2026-02-18 00:00:00,245404,692815,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,288,House Account,1
Invoice,2026-02-18 00:00:00,245255,692053,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,10610,House Account,1
Invoice,2026-02-18 00:00:00,245391,692636,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,752.59,House Account,1
Invoice,2026-02-18 00:00:00,245506,26044088,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-20 00:00:00,147.12,House Account,1
Invoice,2026-02-18 00:00:00,245511-1,693132,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,26.13,House Account,1
Invoice,2026-02-18 00:00:00,245511,693132,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,758.43,House Account,1
Invoice,2026-02-18 00:00:00,245494,43876-1585-0213,PSF Mechanical:PSF-Small Projects,"PO Box 84046 Seattle, WA 98124 USA",Net 30,2026-03-20 00:00:00,69.83,House Account,1
Invoice,2026-02-18 00:00:00,245480,2201-2720,Ocean Park Mechanical Inc:OCE-Seattle House Apartments,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-20 00:00:00,426.79,House Account,1
Invoice,2026-02-18 00:00:00,245484,3070,Trimble Mechanical:TBM-Special Projects,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-03-20 00:00:00,570,House Account,1
Invoice,2026-02-18 00:00:00,245474,305831,Vital Mechanical Service:Vit-Vital Mechanical Special Projects,"1420 Maple Ave SW Renton, WA 98057 USA",Net 30,2026-03-20 00:00:00,372.4,House Account,1
Invoice,2026-02-18 00:00:00,245472,SJB V-516,Vet First Mechanical:VET-Small Projects,"1801 E Valley Hwy Kent, WA 98032 USA",Net 30,2026-03-20 00:00:00,219.75,House Account,1
Invoice,2026-02-18 00:00:00,245407,SJB-514,Vet First Mechanical:VET-Small Projects,"1801 E Valley Hwy Kent, WA 98032 USA",Net 30,2026-03-20 00:00:00,1302,House Account,1
Invoice,2026-02-18 00:00:00,245527,693861,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,500.95,House Account,1
Invoice,2026-02-18 00:00:00,245561,693341,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,921.98,House Account,1
Invoice,2026-02-18 00:00:00,245561-1,693341,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,132.66,House Account,1
Invoice,2026-02-18 00:00:00,245563,693380,"MacDonald-Miller Facility Solutions, Inc.:MAC-1201 3rd Avenue","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,1357.18,House Account,1
Invoice,2026-02-18 00:00:00,245509,2333-2725,Ocean Park Mechanical Inc:OCE-1200 Stewart,"2428 King George Boulevard Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-20 00:00:00,2578.98,House Account,1
Invoice,2026-02-18 00:00:00,245501,25357078,McKinstry Company:MCK-Block 38 TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-20 00:00:00,2169.94,House Account,1
Invoice,2026-02-18 00:00:00,245517,101688-23077,Rainier Metal Works:Rainier Metal Works-Special Projects,"9322 14th Ave South Seattle, WA 98108 USA",Net 30,2026-03-20 00:00:00,55.6,House Account,1
Invoice,2026-02-18 00:00:00,245405,101684-23050,Rainier Metal Works:Rainier Metal Works-Special Projects,"9322 14th Ave South Seattle, WA 98108 USA",Net 30,2026-03-20 00:00:00,619.05,House Account,1
Invoice,2026-02-18 00:00:00,245502,639122,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,2680,House Account,1
Invoice,2026-02-18 00:00:00,245395,26043002,McKinstry Company:MCK-SEA06 Arbor Blocks,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-20 00:00:00,417.09,House Account,1
Invoice,2026-02-18 00:00:00,245437-1,693017,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,132,House Account,1
Invoice,2026-02-18 00:00:00,245437,693017,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-20 00:00:00,1623,House Account,1
Invoice,2026-02-19 00:00:00,245377,25357078,McKinstry Company:MCK-Block 38 TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-21 00:00:00,770.24,House Account,1
Invoice,2026-02-19 00:00:00,245130-1,25357078,McKinstry Company:MCK-Block 38 TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-21 00:00:00,452.32,House Account,1
Invoice,2026-02-19 00:00:00,244794-1,25357078,McKinstry Company:MCK-Block 38 TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-21 00:00:00,169.62,House Account,1
Invoice,2026-02-19 00:00:00,244835-1,25357078,McKinstry Company:MCK-Block 38 TI,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-21 00:00:00,452.32,House Account,1
Invoice,2026-02-19 00:00:00,245321,101680-23041,Rainier Metal Works:Rainier Metal Works-Special Projects,"9322 14th Ave South Seattle, WA 98108 USA",Net 30,2026-03-21 00:00:00,1203.77,House Account,1
Invoice,2026-02-19 00:00:00,245337,305766,Vital Mechanical Service:Vit-Vital Mechanical Special Projects,"1420 Maple Ave SW Renton, WA 98057 USA",Net 30,2026-03-21 00:00:00,384.93,House Account,1
Invoice,2026-02-19 00:00:00,245295,692236,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-21 00:00:00,1803.36,,
Invoice,2026-02-19 00:00:00,245290,26047070,McKinstry Company:McK-Special Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-21 00:00:00,828,House Account,1
Credit Memo,2026-02-20 00:00:00,245794,690143,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,-1389.79,House Account,1
Invoice,2026-02-20 00:00:00,244906,694447,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,1438,House Account,1
Invoice,2026-02-20 00:00:00,244906-1,694447,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,188.35,House Account,1
Invoice,2026-02-20 00:00:00,244906-2,694447,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,207,House Account,1
Invoice,2026-02-20 00:00:00,244906-3,694447,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,122,House Account,1
Invoice,2026-02-20 00:00:00,244906-4,694447,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,154.42,House Account,1
Invoice,2026-02-20 00:00:00,244906-5,694447,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,99,House Account,1
Invoice,2026-02-20 00:00:00,244906-6,694447,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,79.42,House Account,1
Invoice,2026-02-20 00:00:00,245261,693863,"MacDonald-Miller Facility Solutions, Inc.:MAC-SpaceX","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,168.94,House Account,1
Invoice,2026-02-20 00:00:00,245567,693506,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,117.45,House Account,1
Invoice,2026-02-20 00:00:00,245567-1,693506,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,76.07,House Account,1
Invoice,2026-02-20 00:00:00,245571,693410,"MacDonald-Miller Facility Solutions, Inc.:MAC-Special Projects","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-22 00:00:00,442.87,House Account,1
