Opco,Bill-to,zip_ora,city_ora,Ship to's,state_ora,row_number,PartyNumber,country_ora,address2_ora,address3_ora,validated_at,zip_original,FaxNumber_ora,city_original,record_status,AddressBill-to,AddressShip-to,state_original,PaymentTerm_ora,entity_name_ora,PhoneNumber1_ora,PhoneNumber2_ora,confidence_level,confidence_score,EmailAddress1_ora,EmailAddress2_ora,TaxIdentifier_ora,address1_original,address2_original,ContactPerson1_ora,ContactPerson2_ora,FaxNumber_original,SITE1_address1_ora,SITE2_address1_ora,entity_name_original,PhoneNumber1_original,PhoneNumber2_original,EmailAddress1_original,EmailAddress2_original,TaxIdentifier_original,ContactPerson1_original,ContactPerson2_original
Airetech,Y,53177,STURTEVANT,Y,WI,1987,3042,US,,,2026-01-09 05:15:12,WI,,,READY,,,"STURTEVANT,",NET 30,HORIZON RETAIL CONSTRUCTION INC,+12626386000,,HIGH,80,ap@horizonretail.com,,,AP@HORIZONRETAIL.COM,9999 E EXPLORATION CT,Accounts Payable,,,9999 E EXPLORATION CT,,HORIZON RETAIL CONSTRUCTION INC,53177,,ap@horizonretail.com,,,ACCOUNTS PAYABLE,
Airetech,Y,72032,CONWAY,Y,AR,1988,3043,US,,,2026-01-09 05:15:13,AR,,,READY,,,"CONWAY,",NET 30,WESTROCK BEVERAGE COMPANY LLC,+15019751514,,HIGH,80,apinvoices@westrockcoffee.com,,55150322-SLS,APINVOICES@WESTROCKCOFFEE.COM,480 EXCHANGE AVE,,,,480 EXCHANGE AVE,,WESTROCK BEVERAGE COMPANY LLC,72032,,apinvoices@westrockcoffee.com,,55150322-SLS,,
Airetech,Y,72956,VAN BUREN,Y,AR,1989,3044,US,,,NaT,AR,,,READY,,,"VAN BUREN,",NET 30,PRO GASKET SOLUTIONS,+14798060236,,HIGH,100,jacob@progasketsolutions.com,,,JACOB@PROGASKETSOLUTIONS.COM,1526 CONSTRUCTION WAY,Jacob Scott-Sales Mg,,,1526 CONSTRUCTION WAY,,PRO GASKET SOLUTIONS,72956,,jacob@progasketsolutions.com,,,JACOB SCOTT-SALES MG,
Airetech,Y,72023,CABOT,Y,AR,1990,3045,US,,,NaT,AR,,,READY,,,"CABOT,",NET 30,KNIGHTS SERVICE CO,+15015800326,,HIGH,100,bak61459@yahoo.com,,,BAK61459@YAHOO.COM,2016 S SECOND STREET,Brian Knight,,,2016 S SECOND ST,,KNIGHTS SERVICE CO,72023,,bak61459@yahoo.com,,,BRIAN KNIGHT,
Airetech,Y,72703,FAYETTEVILLE,Y,AR,1991,3046,US,,,NaT,AR,,,READY,,,"FAYETTEVILLE,",NET 30,BOEN KEMP CONSTRUCTION LLC,+14792496325,,MEDIUM,70,invoices@boenkempconstruction.,,,INVOICES@BOENKEMPCONSTRUCTION.,PO BOX 9718,Melanie Fleeman,,,PO BOX 9718,,BOEN KEMP CONSTRUCTION LLC,72703,,invoices@boenkempconstruction.,,,MELANIE FLEEMAN,
Airetech,Y,74037,JENKS,Y,OK,1992,3047,US,,,2026-01-09 05:15:19,OK,,,READY,,,"JENKS,",,NATIVE MECHANICAL SERVICE LLC,+19186293678,,HIGH,80,jeff@nativemechanical.net,,,JEFF@NATIVEMECHANICAL.NET,9410 S ELWOOD AVE STE 103,Jeffrey Uzzel,,,9410 S ELWOOD AVE STE 103,,NATIVE MECHANICAL SERVICE LLC,74037,,jeff@nativemechanical.net,,,JEFFREY UZZEL,
Airetech,Y,74013,BROKEN ARROW,Y,OK,1993,3048,US,,,NaT,OK,+19189435134,,READY,,,"BROKEN ARROW,",NET 30,FREEDOM PLUMBING HEAT & AIR COND,+19183690466,,MEDIUM,70,logan@freeedomplumbinghvac.com,,,LOGAN@FREEEDOMPLUMBINGHVAC.COM,PO BOX 3562,Logan Or Terry,,9189435134,PO BOX 3562,,FREEDOM PLUMBING HEAT AND AIR COND,74013,,logan@freeedomplumbinghvac.com,,,LOGAN OR TERRY,
Airetech,Y,75501,TEXARKANA,Y,TX,1994,3049,US,,,NaT,TX,+19038386843,,READY,,,"TEXARKANA,",NET 30,ALTECH INC,+19038327096,,HIGH,100,alisha@altechinc.org,,,ALISHA@ALTECHINC.ORG,8530 W NEW BOSTON RD,Alisha Delacambre,,9038386843,8530 W NEW BOSTON RD,,ALTECH INC,75501,,alisha@altechinc.org,,,ALISHA DELACAMBRE,
Airetech,Y,72223,LITTLE,N,AR,1996,3051,US,,,2026-01-09 05:15:24,,,,READY,,,,NET 30,BENET MAINTENANCEOMER,+15014706081,,HIGH,80,,,,25 CLERVAUX DR,LITTLE ROCK AR,Andy Benet,,,25 CLERVAUX DR,,BENET MAINTENANCE CC CUSTOMER,72223,,,,,ANDY BENET,
Airetech,Y,,,N,,1997,3052,US,,,NaT,,,,REVIEW,,,,NET 30,BRIAN MURRAY,+19186716119,,LOW,20,,,,,,,,,,,BRIAN MURRAY,,,,,,,
Airetech,Y,,,Y,,1998,3054,US,,,NaT,,,,REVIEW,,,,NET 30,JLL JONES LANG LASALE,+19183502734,,LOW,20,sean.tafoya@jll.com,,,SEAN.TAFOYA@JLL.COM,,Sean Tafoya,,,,,JLL JONES LANG LASALE,,,sean.tafoya@jll.com,,,SEAN TAFOYA,
Airetech,Y,71600,MOUNTAIN HOME,Y,AR,1999,3055,US,,,2026-01-09 05:15:29,AR,,,READY,,,"MOUNTAIN HOME,",,BAXTER COUNTY GOVERNMENT,+18704252755,,HIGH,80,trish.beck@baxtercountyar.gov,,,TRISH.BECK@BAXTERCOUNTYAR.GOV,1 E 7TH STREET,Trish Beck,,,1 E 7TH ST,,BAXTER COUNTY GOVERNMENT,71600,,trish.beck@baxtercountyar.gov,,,TRISH BECK,
Airetech,Y,,,Y,,2000,3056,US,,,NaT,,,,REVIEW,,,,,MASON MERCER COMMISSION,,,LOW,20,,,COMMISSION,,,,,,,,MASON MERCER COMMISSION,,,,,COMMISSION,,
Airetech,Y,71802,HOPE,Y,AR,2001,3057,US,,,NaT,AR,+18707774161,,READY,,,"HOPE,",,SOUTH ARK ELECTRIC LLC,+18707774535,,MEDIUM,70,ap@southarkelectric.com,,,AP@SOUTHARKELECTRIC.COM,P.O. BOX 558,Carrie Nivens,,8707774161,PO BOX 558,,SOUTH ARK ELECTRIC LLC,71802,,ap@southarkelectric.com,,,CARRIE NIVENS,
Airetech,Y,72342,HELENA,Y,AR,2002,3058,US,,,NaT,AR,,,READY,,,"HELENA,",NET 30,PHILLIPS COMMUNITY COLLEGE U OF A,,,MEDIUM,70,accountspayable@pccua.edu,,,ACCOUNTSPAYABLE@PCCUA.EDU,PO BOX 785,,,,PO BOX 785,,PHILLIPS COMMUNITY COLLEGE   U OF A,72342,,accountspayable@pccua.edu,,,,
Airetech,Y,72616,BERRYVILLE,Y,AR,2003,3059,US,,,2026-01-09 05:15:33,AR,,,READY,,,"BERRYVILLE,",NET 30,MID STATES SPECIALTY EGGS LLC,+18709296125,,HIGH,80,accountingbv@msseggs.com,,,ACCOUNTINGBV@MSSEGGS.COM,1302 PRIMROSE DR,Rudy Hostetler,,,1302 PRIMROSE DR,,MID STATES SPECIALTY EGGS LLC,72616,,accountingbv@msseggs.com,,,RUDY HOSTETLER,
Airetech,Y,72023,CABOT,Y,AR,2004,3060,US,,,NaT,ARKANSAS,,,READY,,,"CABOT,",NET 30,A4 SERVICES LLC,+15012864181,,HIGH,100,marsha.swofford@a4servicesgrou,,,MARSHA.SWOFFORD@A4SERVICESGROU,15540 HWY 5,Marsha Swofford,,,15540 HWY 5,,"A4 SERVICES, LLC",72023,,MARSHA.SWOFFORD@A4SERVICESGROU,,,MARSHA SWOFFORD,
Airetech,Y,65202,COLUMBIA,Y,MO,2005,3062,US,,,NaT,MO,+14794195309,,READY,,,"COLUMBIA,",,QUESTEC SERVICE,+14797172924,,HIGH,100,ap.arkansas@questec.us,,61118134-SLS,AP.ARKANSAS@QUESTEC.US,1390 E BOONE INDUSTRIAL STE260,,,4794195309,1390 E BOONE INDUSTRIAL STE260,,QUESTEC SERVICE,65202,,ap.arkansas@questec.us,,61118134-SLS,,
Airetech,Y,74055,OWASSO,Y,OK,2006,3063,US,,,2026-01-09 05:15:39,OK,,,READY,,,"OWASSO,",NET 30,PERFECT CONDITIONS HVAC,+19185199135,,HIGH,80,lonfully@perfectconditionshvac,,,LONFULLY@PERFECTCONDITIONSHVAC,14603 E 113TH ST N,Lonniel Fullylove,,,14603 E 113TH ST N,,PERFECT CONDITIONS HVAC,74055,,lonfully@perfectconditionshvac,,,LONNIEL FULLYLOVE,
Airetech,Y,74571,TALIHINA,Y,OK,2007,3064,US,,,NaT,,,,READY,,,,NET 30,BRETT'S ELECTRICAL SERVICE & HVAC,+19184130691,,HIGH,100,,,,51699 OLD US HWY 271,"TALIHINA, OK",Brett Burns,,,51699 OLD US HWY 271,,BRETT'S ELECTRICAL SERVICE AND HVAC,74571,,,,,BRETT BURNS,
Airetech,Y,74362,PRYOR,Y,OK,2008,3065,US,,,NaT,OK,+19188253938,,READY,,,"PRYOR,",,PRYOR PUBLIC SCHOOLS,+19188253945,,MEDIUM,70,harbisonr@pryorschools.org,,661460,HARBISONR@PRYORSCHOOLS.ORG,P.O. BOX 548,Robin Harbison,,9188253938,PO BOX 548,,PRYOR PUBLIC SCHOOLS,74362,,harbisonr@pryorschools.org,,661460,ROBIN HARBISON,
Airetech,Y,,,Y,,2009,3066,US,,,NaT,,,,REVIEW,,,,NET 30,JONAH BAKER,+19186502418,,LOW,20,baker.electric@yahoo.com,,,BAKER.ELECTRIC@YAHOO.COM,,,,,,,JONAH BAKER,,,baker.electric@yahoo.com,,,,
Airetech,Y,72210,LITTLE ROCK,Y,AR,2010,3067,US,,,NaT,,,,READY,,,,NET 30,DONNY HEAD,+15016902135,,HIGH,100,,,,19913 WOODLAND ACRES RD,"LITTLE ROCK, AR",Donny Head,,,19913 WOODLAND ACRES RD,,DONNY HEAD,72210,,,,,DONNY HEAD,
Airetech,Y,65202,COLUMBIA,Y,MO,2011,3068,US,,,NaT,MO,,,READY,,,"COLUMBIA,",NET 30,CODES - COLUMBIA,+15733978412,,HIGH,100,accountspayable.columbia@codes,,,ACCOUNTSPAYABLE.COLUMBIA@CODES,6815 STEPHENS STATION ROAD,Taylor Jacobson,,,6815 STEPHENS STATION RD,,CODES - COLUMBIA,65202,,accountspayable.columbia@codes,,,TAYLOR JACOBSON,
Airetech,Y,72762,SPRINGDALE,Y,AR,2012,3069,US,,,2026-01-09 05:15:49,,,,READY,,,,NET 30,WESCHE COMPANY,+14797510020,,HIGH,80,,,177214-72-001,228-E SOUTH 40TH STREET,"SPRINGDALE, AR",Christy Mcconnell,,,228-E S 40TH ST,,WESCHE COMPANY,72762,,,,177214-72-001,CHRISTY MCCONNELL,
Airetech,Y,71753,MAGNOLIA,Y,AR,2013,3070,US,,,NaT,AR,,,READY,,,"MAGNOLIA,",NET 30,MAGNOLIA REGIONAL MEDICAL CENTER,+18702353000,,MEDIUM,70,accountingdept@magnoliarmc.org,,54526818-001,ACCOUNTINGDEPT@MAGNOLIARMC.ORG,PO BOX 629,Margaret Mcadams,,,PO BOX 629,,MAGNOLIA REGIONAL MEDICAL CENTER,71753,,accountingdept@magnoliarmc.org,,54526818-001,MARGARET MCADAMS,
Airetech,Y,72914,FORT SMITH,Y,AR,2014,3071,US,,,NaT,AR,+14797828305,,READY,,,FORT SMITH,NET 30,AIR COMPRESSOR EQUIPMENT COMPANY,+14797836181,,MEDIUM,70,,,00045918-SLS,DBA PRE VALVE INC,PO BOX 4248,Sandra Jones,,479-782-8305,PO BOX 4248,,AIR COMPRESSOR EQUIPMENT COMPANY,72914,,,,00045918-SLS,SANDRA JONES,
Airetech,Y,72023,CABOT,Y,AR,2015,3072,US,,,2026-01-09 05:15:51,AR,,,READY,,,"CABOT,",NET 30,CARTER'S MECHANICAL,+18702086570,,HIGH,80,corycartersmechanical@gmail.co,,54729911-SLS,CORYCARTERSMECHANICAL@GMAIL.CO,22 EMMA DRIVE,Cory Carter,,,22 EMMA DR,,CARTER'S MECHANICAL,72023,,corycartersmechanical@gmail.co,,54729911-SLS,CORY CARTER,
Airetech,Y,33607,TAMPA,Y,FL,2016,3073,US,,,2026-01-09 05:15:53,,,,READY,,,,NET 30,SLADE ROSS INC,+18134947938,,HIGH,80,,,,5024 W NASSAU STREET,"TAMPA, FL",Justin Bartlett,,,5024 W NASSAU ST,,SLADE ROSS INC,33607,,,,,JUSTIN BARTLETT,
Airetech,Y,72712,BENTONVILLE,Y,AR,2017,3074,US,,,NaT,AR,,,READY,,,"BENTONVILLE,",NET 30,BUILT WELL CONSTRUCTION,+14797875820,,MEDIUM,70,choate@built-well.net,,,CHOATE@BUILT-WELL.NET,PO BOX 1216,Brian Dunnaway,,,PO BOX 1216,,BUILT WELL CONSTRUCTION,72712,,choate@built-well.net,,,BRIAN DUNNAWAY,
Airetech,Y,74101,TULSA,Y,OK,2018,3075,US,,,NaT,OK,,,READY,,,"TULSA,",NET 30,ADJUVANTS UNLIMITED,+19185831155,,MEDIUM,70,apinvoices@au-iou.com,,,APINVOICES@AU-IOU.COM,PO BOX 3066,Leslie Jackson,,,PO BOX 3066,,ADJUVANTS UNLIMITED,74101,,apinvoices@au-iou.com,,,LESLIE JACKSON,
Airetech,Y,,,N,,2019,3076,US,,,NaT,,,,REVIEW,,,,NET 30,DANIEL MINTON,+14798710048,,LOW,20,,,,,,Daniel Minton,,,,,DANIEL MINTON,,,,,,DANIEL MINTON,
Airetech,Y,72702,FAYETTEVILLE,Y,AR,2020,3077,US,,,NaT,AR,,,READY,,,"Fayetteville,",NET 30,DK DESIGNOMER,+14793206588,,MEDIUM,70,,,00305311-SLS,PO Box: 1423,,Cooper Arnold,,,PO BOX 1423,,DK DESIGN CC CUSTOMER,72702,,,,00305311-SLS,COOPER ARNOLD,
Airetech,Y,71960,NORMAN,Y,AR,2021,3078,US,,,NaT,AR,,,READY,,,Norman,NET 30,CG ROXANNEOMER,+18703342306,,MEDIUM,70,,,,3346 Hwy 8 West,POB 548,,,,PO BOX 548,3346 HWY 8 W,CG ROXANNE CC CUSTOMER,71960,,,,,,
Airetech,Y,72916,BONANZA,Y,AR,2022,3079,US,,,NaT,AR,,,READY,,,BONANZA,NET 30,DAKOTA HIGHLEY'S HEATING & AIR LL,+14794962575,,HIGH,100,,,54703350,718 S HWY 45,,Dakota Highley,,,718 S HWY 45,,DAKOTA HIGHLEY'S HEATING AND AIR LL,72916,,,,54703350,DAKOTA HIGHLEY,
Airetech,Y,66103,KANSAS CITY,Y,KS,2023,3080,US,,,2026-01-09 05:15:59,KS,,,READY,,,"KANSAS CITY,",NET 30,SPEC BUILDING MATERIALS,+14793618988,,HIGH,80,c.noe@speccorp.com,,6288076001,C.NOE@SPECCORP.COM,2840 ROE LN,Chris Noe,,,2840 ROE LN,,SPEC BUILDING MATERIALS,66103,,c.noe@speccorp.com,,6288076001,CHRIS NOE,
Airetech,Y,72903,FORT SMITH,Y,AR,2024,3081,US,,,2026-01-09 05:16:01,AR,,,READY,,,"FORT SMITH,",NET 30,RHEEM MANUFACTURING,+14797392120,,HIGH,80,bill.raggio@rheem.com,,,BILL.RAGGIO@RHEEM.COM,5600 OLD GREENWOOD RD,Bill Raggio,,,5600 OLD GREENWOOD RD,,RHEEM MANUFACTURING,72903,,bill.raggio@rheem.com,,,BILL RAGGIO,
Airetech,Y,74133,TULSA,Y,OK,2025,3082,US,,,2026-01-09 05:16:04,OK,,,READY,,,"TULSA,",,918 UNLIMITED HVAC,+19189511751,,HIGH,80,918unlimitedhvac@gmail.com,,,918UNLIMITEDHVAC@GMAIL.COM,1720 SOUTH MEMORIAL DRIVE,Yizen Shwiyat,,,1720 S MEMORIAL DR,,918 UNLIMITED HVAC,74133,,918unlimitedhvac@gmail.com,,,YIZEN SHWIYAT,
Airetech,Y,72205,LITTLE ROCK,Y,AR,2026,3083,US,,,2026-01-09 05:16:06,AR,,,READY,,,"LITTLE ROCK,",NET 30,ST VINCENT INFIRMARY,+15016804661,,HIGH,80,mark.francis@commonspirit.org,,070044-84-001,MARK.FRANCIS@COMMONSPIRIT.ORG,2 ST. VINCENT CIRCLE,Mark Francis,,,2 ST VINCENT CIR,,ST. VINCENT INFIRMARY,72205,,mark.francis@commonspirit.org,,070044-84-001,MARK FRANCIS,
Airetech,Y,72205,LITTLE ROCK,Y,AR,2027,3084,US,,,2026-01-09 05:16:08,AR,,,READY,,,"LITTLE ROCK,",NET 30,ARKANSAS SCHOOL FOR THE BLIND,+15016033522,,HIGH,80,jamie.priester@ade.arkansas.go,,070111-84-001,JAMIE.PRIESTER@ADE.ARKANSAS.GO,2606 WEST MARKHAM ST,Jamie Priester,,,2606 W MARKHAM ST,,ARKANSAS SCHOOL FOR THE BLIND,72205,,jamie.priester@ade.arkansas.go,,070111-84-001,JAMIE PRIESTER,
Airetech,Y,72501,BATESVILLE,Y,AR,2028,3085,US,,,2026-01-09 05:16:10,AR,,,READY,,,"BATESVILLE,",NET 30,FUTUREFUEL CHEMICAL COMPANY,+18706985337,,HIGH,80,dustinsanders@ffcmail.com,,,DUSTINSANDERS@FFCMAIL.COM,2800 GAP ROAD,Dustin Sanders,,,2800 GAP RD,,FUTUREFUEL CHEMICAL COMPANY,72501,,dustinsanders@ffcmail.com,,,DUSTIN SANDERS,
Airetech,Y,61615,PEORIA,Y,IL,2029,3086,US,,,2026-01-09 05:16:12,IL,,,READY,,,"PEORIA,",NET 30,ADVANCED TECHNOLOGY SERVICES,+18477256456,,HIGH,80,dyanezf@advancedtech.com,,302901-05-001,DYANEZF@ADVANCEDTECH.COM,8201 N UNIVERSITY,Daniel Yanez,,,8201 N UNIVERSITY,,ADVANCED TECHNOLOGY SERVICES,61615,,dyanezf@advancedtech.com,,302901-05-001,DANIEL YANEZ,
Airetech,Y,72046,ENGLAND,Y,AR,2030,3087,US,,,2026-01-09 05:16:14,,,,READY,,,,NET 30,GERNERS ELECTRIC,+15012852481,,HIGH,80,,,,1100 NORTHEAST 1ST STREET,"ENGLAND, AR",Gerner Electric,,,1100 NEAST 1ST ST,,GERNERS ELECTRIC,72046,,,,,GERNER ELECTRIC,
Airetech,Y,72701,FAYETTEVILLE,Y,AR,2031,3088,US,,,2026-01-09 05:16:17,AR,,,READY,,,"FAYETTEVILLE,",NET 30,WHITE RIVER HARDWOODS,+14794426986,,HIGH,80,rgross@whiteriver.com,,045957-72-001,RGROSS@WHITERIVER.COM,1197 S HAPPY HOLLOW RD,Randy Gross,,,1197 S HAPPY HOLLOW RD,,WHITE RIVER HARDWOODS,72701,,rgross@whiteriver.com,,045957-72-001,RANDY GROSS,
Airetech,Y,72765,SPRINGDALE,Y,AR,2032,3089,US,,,2026-01-09 05:16:19,AR,,,READY,,,"SPRINGDALE,",NET 30,KAWNEER COMPANY INC,+19187506359,,HIGH,80,,,00045854-LS,SEE NOTE,600 KAWNEER DRIVE,Traci Clark,,,600 KAWNEER DR,,KAWNEER COMPANY INC,72765,,,,00045854-LS,TRACI CLARK,
Airetech,Y,74939,HODGEN,Y,OK,2033,3091,US,,,NaT,,,,READY,,,,NET 30,JIM E HAMILTON CORRECTIONAL CENTER,+19186537831,,HIGH,100,,,736017987,53468 MINERAL SPRING RD,HODGEN OK,Scott Harriell,,,53468 MINERAL SPRING RD,,JIM E HAMILTON CORRECTIONAL CENTER,74939,,,,736017987,SCOTT HARRIELL,
Airetech,Y,,,Y,,2060,3118,US,,,NaT,,,,REVIEW,,,,NET 30,CHRIS HANLEY,+19188533159,,LOW,20,,,,,,,,,,,CHRIS HANLEY,,,,,,,
Airetech,Y,71801,HOPE,Y,AR,2034,3092,US,,,2026-01-09 05:16:24,AR,,,READY,,,HOPE,NET 30,JOHN CALDWELL,+18703973002,,HIGH,80,sharoncaldwell@me.com,,,SHARONCALDWELL@ME.COM,101 SOUTH MAIN STREET,John Caldwell,,,101 S MAIN ST,,JOHN CALDWELL,71801,,sharoncaldwell@me.com,,,JOHN CALDWELL,
Airetech,Y,72701,FAYETTEVILLE,Y,AR,2035,3093,US,STE 300,,2026-01-09 05:16:26,AR,,,READY,,,FAYETTEVILLE,NET 30,ARTP ENTERPRISE CENTER SPE LLC,,,HIGH,80,,,,535 W RESEARCH CENTER BLVD,SUITE 300,,,,535 W RESEARCH CENTER BLVD,,ARTP ENTERPRISE CENTER SPE LLC,72701,,,,,,
Airetech,Y,74429,COWETA,Y,OK,2036,3094,US,,,NaT,OK,,,READY,,,COWETA,NET 30,ALL AIR CONDITIONING & HEATING,+19184866464,,HIGH,100,all.air@windstream.net,,,ALL.AIR@WINDSTREAM.NET,18506 HIGHWAY 51B,Todd Borszich,,,18506 HWY 51B,,ALL AIR CONDITIONING AND HEATING,74429,,all.air@windstream.net,,,TODD BORSZICH,
Airetech,Y,74014,BROKEN ARROW,Y,OK,2037,3095,US,,,NaT,OK,,,READY,,,BROKEN ARROW,NET 30,BLUE BELL CREAMERIES,+19182585100,,HIGH,100,faith.garman@bluebell.com,,10248039-08,FAITH.GARMAN@BLUEBELL.COM,8201 E HWY 51,Faith Garman,,,8201 E HWY 51,,BLUE BELL CREAMERIES,74014,,faith.garman@bluebell.com,,10248039-08,FAITH GARMAN,
Airetech,Y,72206,LITTLE ROCK,Y,AR,2038,3096,US,,,2026-01-09 05:16:34,AR,,,READY,,,LITTLE ROCK,,SKIPPY,+15012101330,,HIGH,80,krharrison@hormel.com,,,KRHARRISON@HORMEL.COM,8201 FRAZIER PIKE,Kamryn Harrison,,,8201 FRAZIER PIKE,,SKIPPY,72206,,krharrison@hormel.com,,,KAMRYN HARRISON,
Airetech,Y,74133,TULSA,Y,OK,2039,3097,US,,,2026-01-09 05:16:36,OK,,,READY,,,TULSA,NET 30,THOMPSON CONSTRUCTION INC,+19184961000,,HIGH,80,invoices@tciok.com,,,INVOICES@TCIOK.COM,9856 E 82ND,Vickie Calvert,,,9856 E 82ND,,THOMPSON CONSTRUCTION INC,74133,,invoices@tciok.com,,,VICKIE CALVERT,
Airetech,Y,74115,TULSA,Y,OK,2040,3098,US,,,2026-01-09 05:16:38,OK,,,READY,,,TULSA,NET 30,TULSA AIRPORTS IMPROVEMENT TRUST,+19188385000,,HIGH,80,invoices@tulsaairports.com,,10166789-02,INVOICES@TULSAAIRPORTS.COM,7777 AIRPORT DR STE A211,Angela Gulley,,,7777 AIRPORT DR STE A211,,TULSA AIRPORTS IMPROVEMENT TRUST,74115,,invoices@tulsaairports.com,,10166789-02,ANGELA GULLEY,
Airetech,Y,74601,PONCA CITY,Y,OK,2041,3099,US,,,2026-01-09 05:16:40,OK,,,READY,,,PONCA CITY,NET 30,RICK SCOTT CONSTRUCTION,+15807627027,,HIGH,80,,,,4303 N PLEASANT VIEW RD,,Kristi Anderson,,,4303 N PLEASANT VIEW RD,,RICK SCOTT CONSTRUCTION,74601,,,,,KRISTI ANDERSON,
Airetech,Y,74132,TULSA,Y,OK,2042,3100,US,,,2026-01-09 05:16:42,OK,,,READY,,,TULSA,NET 30,HOLLY MECHANICAL SERVICE,+19186508963,,HIGH,80,hollymechanical@gmail.com,,,HOLLYMECHANICAL@GMAIL.COM,8448 S PEORIA AVE  SUITE H,Michael Holly,,,8448 S PEORIA AVE STE H,,HOLLY MECHANICAL SERVICE,74132,,hollymechanical@gmail.com,,,MICHAEL HOLLY,
Airetech,Y,71901,HOT SPRINGS,Y,AR,2043,3101,US,,,NaT,AR,,,READY,,,HOT SPRINGS,NET 30,US VANADIUM BENTON LLC,+15012621270,,HIGH,100,ap@usvanadium.com,,,AP@USVANADIUM.COM,4285 MALVERN ROAD,Mark Smith,,,4285 MALVERN RD,,US VANADIUM BENTON LLC,71901,,ap@usvanadium.com,,,MARK SMITH,
Airetech,Y,72223,LITTLE ROCK,Y,AR,2044,3102,US,,,2026-01-09 05:16:46,AR,,,READY,,,LITTLE ROCK,NET 30,CRAIN AUTOMOTIVE,+14694002303,,HIGH,80,hanksandusky@crainteam.net,,,HANKSANDUSKY@CRAINTEAM.NET,1 CHENAL VILLAGE CIRCLE,Hank Sandusky,,,1 CHENAL VILLAGE CIR,,CRAIN AUTOMOTIVE,72223,,hanksandusky@crainteam.net,,,HANK SANDUSKY,
Airetech,Y,72774,WEST,Y,AR,2045,3103,US,,,2026-01-09 05:16:48,,,,READY,,,,NET 30,GENE KORDSMEIER,+14798714550,,HIGH,80,,,,13405 DURANGO RD,WEST FORK AR,Gene Kordsmeier,,,13405 DURANGO RD,,GENE KORDSMEIER,72774,,,,,GENE KORDSMEIER,
Airetech,Y,77380,THE WOODLANDS,Y,TX,2046,3104,US,,,NaT,TX,,,READY,,,THE WOODLANDS,,ET ENVIRONMENTAL CORPORATION,+18329950515,,HIGH,100,cmccormick@etenv.com,,,CMCCORMICK@ETENV.COM,200 VALLEYWOOD DR STE A500,Chantel Mccormick,,,200 VALLEYWOOD DR STE A500,,ET ENVIRONMENTAL CORPORATION,77380,,cmccormick@etenv.com,,,CHANTEL MCCORMICK,
Airetech,Y,,,Y,,2047,3105,US,,,NaT,,,,REVIEW,,,,,MATT BUTLER,+19188050983,,LOW,20,wmbutler15@gmail.com,,,WMBUTLER15@GMAIL.COM,,Matt Butler,,,,,MATT BUTLER,,,wmbutler15@gmail.com,,,MATT BUTLER,
Airetech,Y,74037,JENKS,Y,OK,2048,3106,US,,,2026-01-09 05:16:55,OK,,,READY,,,JENKS,UPON RECEIPT,KBI CONSTRUCTION,+19182980600,,HIGH,80,accounting@kbisolutions.com,,,ACCOUNTING@KBISOLUTIONS.COM,1999 N BIRCH STREET,Debbie Sittler,,,1999 N BIRCH ST,,KBI CONSTRUCTION,74037,,accounting@kbisolutions.com,,,DEBBIE SITTLER,
Airetech,Y,,,Y,,2125,3186,US,,,NaT,,,,REVIEW,,,,NET 30,JUAN CARLOS LEON,+15016471314,,LOW,20,,,,,,Juan Carlos Leon,,000-000-0000,,,JUAN CARLOS LEON,,,,,,JUAN CARLOS LEON,
Airetech,Y,74354,MIAMI,Y,OK,2049,3107,US,,,NaT,OK,+19185427160,,READY,,,MIAMI,,BUFFALO RUN CASINO & RESORT,+19185427140,,HIGH,100,accounting@buffalorun.com,,FEI 731178175,ACCOUNTING@BUFFALORUN.COM,1000 BUFFALO RUN BLVD,Linda Hausman,,918-542-7160,1000 BUFFALO RUN BLVD,,BUFFALO RUN CASINO AND RESORT,74354,,accounting@buffalorun.com,,FEI 731178175,LINDA HAUSMAN,
Airetech,Y,72712,BENTONVILLE,Y,AR,2050,3108,US,,,2026-01-09 05:16:59,AR,,,READY,,,BENTONVILLE,NET 30,ONECON,+14792121893,,HIGH,80,jackson@one-con.com,,,JACKSON@ONE-CON.COM,2401 SE C STREET,Jackson Bird,,,2401 SE C ST,,ONECON,72712,,jackson@one-con.com,,,JACKSON BIRD,
Airetech,Y,72212,LITTLE ROCK,Y,AR,2051,3109,US,,,2026-01-09 05:17:01,AR,,,READY,,,LITTLE ROCK,NET 30,ROBERT TANNER,+15012282200,,HIGH,80,rtanner48@gmail.com,,,RTANNER48@GMAIL.COM,3010 PAINTED VALLEY DRIVE,Robert Tanner,,,3010 PAINTED VALLEY DR,,ROBERT TANNER,72212,,rtanner48@gmail.com,,,ROBERT TANNER,
Airetech,Y,72018,BENTON,Y,AR,2052,3110,US,,,NaT,,,,READY,,,,,NORTHSIDE HEATING & COOLING,+15017787144,,MEDIUM,70,,,148621-62-001,PO BOX 1236,BENTON AR,Daniel Nalley,,,PO BOX 1236,,NORTHSIDE HEATING AND COOLING,72018,,,,148621-62-001,DANIEL NALLEY,
